array,site,array_year,start_date,end_date,lat,long,easting_12n,northing_12n,buffer_dist,cfi,cfi_with_harvest,cfi_with_vegedges,harvest_0_10,harvest_0_15,harvest_10_20,harvest_10_25,harvest_20_30,harvest_30_40,harvest_gt_15,harvest_gt_25,harvest_gt_40,harvest_total,landfill,osm_industrial,pipe_trans,railways,roads,seismic_lines_3D,seismic_lines_conventional,seismic_total,trails,veg_edges,wells_active,wells_inactive,wells_total,pct_betu_pap,fire_0_10,fire_0_15,fire_10_20,fire_10_25,fire_20_30,fire_30_40,fire_gt_15,fire_gt_25,fire_gt_40,fire_total,pct_lari_lar,lc_broadleaf,lc_coniferous,lc_herbs,lc_mixedwood,lc_shrubs,lc_water,lc_wetland,lc_wetland_treed,pct_pice_gla,pct_pice_mar,pct_pinu_ban,pct_popu_tre,array_visit,ndvi,geometry
LU1,LU1_41,2022,2022-06-15,2023-09-10,54.594100000000005,-110.29359,545642.6551964608,6049854.132664412,250,0.03795232207836672,0.0877581649065674,0.0877581649065674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02671103047575145,0,0.00787619379540799,0.00787619379540799,0.00336509780720728,0.04980584282820068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03347620130330223,0.3745037304389672,0.17416925095227093,0.04403403964592929,0.34477853342932707,0,0.00701049107951804,0.01167721291198566,0.04315669409665718,0.03398068104587179,0.03185795709857208,0.10743471704213248,0.7772449467629474,LU1_2022,0.7339291666666667,"c(545642.655196461, 6049854.13266441)"
LU1,LU1_43,2022,2022-06-18,2023-09-09,54.608610000000006,-110.51104,531581.652536649,6051349.203132933,250,0.28399678670458806,0.3119688001695935,0.3119688001695935,0,0,0,0,0,0,0,0,0,0,0,0,0.15217572485956135,0,0.01498498459637049,0,0.01066987382486016,0.01066987382486016,0,0.02797201346500543,0.10616620342379604,0,0.10616620342379604,0,0,0,0,0,0,0,0,0,0,0,0.11200741443319584,0.09059466797382186,0.04265197888774196,0.21526229149430395,0.0224200197156418,8.00962254237713e-6,0,0.03854042466620788,0.4607873220720424,0,0.122399249073798,0.07966468717777492,0.6196529051724392,LU1_2022,0.6281734375000001,"c(531581.652536649, 6051349.20313293)"
LU1,LU1_44,2022,2022-06-15,2023-09-09,54.59921000000001,-110.47691,533793.854956572,6050319.135362371,250,0.16076768401529706,0.30865069877149875,0.30865069877149875,0,0,0,0,0,0,0,0,0,0,0,0,0.04152524265818063,0,0.07181179570974451,0,0,0,0,0.14788301475620166,0.047430645647371913,0,0.047430645647371913,0,0,0,0,0,0,0.00291009961243491,0.00291009961243491,0.00291009961243491,0,0.00291009961243491,0.0544663672809852,0.12382837182371872,0.07202792586152298,0.2469866549624976,0.02189893099275668,0.00152823370571229,0.04628929372600964,0.1075493975919056,0.10947049144519223,0.02626075493743251,0.12477776876655432,0.12004460638968067,0.6611284010436932,LU1_2022,0.6079270833333333,"c(533793.854956572, 6050319.13536237)"
LU1,LU1_45,2022,2022-06-17,2023-09-09,54.59816000000001,-110.37065,540659.6693352675,6050258.579091811,250,0.15041847157763114,0.19185975484884407,0.19185975484884407,0,0,0,0,0,0,0,0,0,0,0,0,0.02306401785319809,0,0.02965769500299175,0,0.00881990928788446,0.00881990928788446,0,0.04144128327121294,0.08887684943355684,0,0.08887684943355684,0,0,0,0,0,0,0,0,0,0,0,0,0.370575210300818,0.05376554374423405,0.1676552413764083,0.28148667038690495,0,0,0.00156758951469294,0.03656537622039621,0,0.00329245592008064,0.00237310954512055,0.9162519296180412,LU1_2022,0.6863166666666667,"c(540659.669335268, 6050258.57909181)"
LU1,LU1_46,2022,2022-06-18,2023-09-09,54.616679999999995,-110.51263,531472.7289227777,6052246.442997281,250,0.2721824321750831,0.3392281415694832,0.3392281415694832,0,0,0,0,0,0,0,0,0,0,0,0.06955595459235138,0.11887324685751412,0,0.03808512046259843,0.02662232833924123,0.00685082698826187,0.0334731553275031,0,0.0670457093944001,0.01219495493511606,0,0.01219495493511606,0,0,0,0,0,0,0,0,0,0,0,0.12076449290695083,0.03948940978444642,0.10771524767316226,0.22067719223474147,0.03115460351027519,0.00111376468885439,0,0.04717745617882015,0.4479014550316774,0,0.22832763585893048,0.05496767161866139,0.5003556692823621,LU1_2022,0.6328750000000001,"c(531472.728922778, 6052246.44299728)"
LU1,LU1_47,2022,2022-06-15,2023-09-09,54.617839999999994,-110.48721000000002,533113.3118253504,6052387.198038379,250,0.2870662523967165,0.32655207731746205,0.32655207731746205,0,0,0,0,0,0,0,0,0,0,0,0.13186584002180576,0.0282301076291311,0,0.022131468011188,0.02697934032670447,0.00154871924116357,0.02852805956786804,0,0.03948582492074556,0.07631077716672367,0,0.07631077716672367,0,0,0,0,0,0,0,0,0,0,0,0.1378649272248174,0.17816406539264537,0.01158115944188765,0.2768059306057503,0.02576158704541654,0,0,0.06007446362191058,0.3872248897799438,0,0.07328429137078192,0.00257608398760446,0.7567558287100861,LU1_2022,0.6333979166666668,"c(533113.31182535, 6052387.19803838)"
LU1,LU1_48,2022,2022-06-17,2023-09-09,54.60776,-110.40762000000002,538262.2182523218,6051306.011127127,250,0.3811049018331142,0.4227470067287796,0.4227470067287796,0,0,0,0,0,0,0,0,0,0,0,0.2899049400981679,0.01756641198028687,0,0.02402758686794303,0,0.00959745823937929,0.00959745823937929,0,0.04164210489566546,0.00632996085875332,0.03367854378858368,0.040008504647337,0,0,0,0,0,0,0,0,0,0,0,0.01717879737798118,0.26399269085205734,0.102159467436869,0.25149651982366045,0.1611430243438369,0,0,0.01128547773367242,0.125965802294602,0,0.17196966281761095,0.03750840554941508,0.7375977386754794,LU1_2022,0.7054854166666666,"c(538262.218252322, 6051306.01112713)"
LU1,LU1_6,2022,2022-06-17,2023-09-10,54.56253000000001,-110.60829,525328.9342540767,6046182.504395512,250,0.07872211882961594,0.09571292483698354,0.09571292483698354,0,0,0,0,0,0,0,0,0,0,0,0,0.06060412902336811,0,0.0095228429701835,0,0,0,0,0.01699080600736761,0.00859514683606432,0,0.00859514683606432,0,0,0,0,0,0,0,0,0,0,0,0,0.7097266563806804,0.0017621900633446,0.10846869127623684,0.1534066459732084,0,0,8.132998720204144e-4,0.01440595485784662,0,0,0,0.9960398897421162,LU1_2022,0.7604770833333333,"c(525328.934254077, 6046182.50439551)"
LU1,LU1_60,2022,2022-06-18,2023-09-09,54.690430000000006,-110.50311,532029.4430693227,6060457.00132527,250,0.16079493409691054,0.16079493409691054,0.16079493409691054,0,0,0,0,0,0,0,0,0,0,0,0.06395401674809272,0.05400185863513657,0,0.01375461307148742,0,0.00700496110956582,0.00700496110956582,0,0,0,0.022079484532628,0.022079484532628,0,0,0,0,0,0,0,0,0,0,0,0.14034519518054936,0.188274118507244,0.162649431648409,0.11583764095776417,0.0913592821757614,0,2.651528434358005e-4,0.10805602778496504,0.3297077896705726,0.00742427961620241,0.19439251997663048,0.02598308564051462,0.6251343390247195,LU1_2022,0.6486229166666667,"c(532029.443069323, 6060457.00132527)"
LU1,LU1_63,2022,2022-06-16,2022-12-05,54.69512000000001,-110.38139,539870.8038651495,6061041.19200159,250,0.180426623106319,0.2478004573969124,0.2478004573969124,0,0,0,0,0,0,0,0,0,0,0,0,0.1372602660087717,0,0.0431663570975473,0,0,0,0,0.06737383429059345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04292265291255053,0.00605354600031523,0.5637378908352573,0.08994960910874969,0.00384258799617903,0,0,0.07066916869719053,0.13692128094549488,0,0.5140503734342355,0.32948598678481,0.11141383994194766,LU1_2022,0.6561416666666667,"c(539870.80386515, 6061041.19200159)"
LU1,LU1_64,2022,2022-06-16,2023-09-09,54.69595000000001,-110.31862,543915.5147019767,6061171.0032300865,250,0.1311240096819758,0.2485347747435731,0.2485347747435731,0,0,0.00220459255265293,0.01222333187834073,0.0100187393256878,0,0.4408112110487241,0.4285878791703834,0.4285878791703834,0.4408112110487241,0,0.04513236233481176,0.03730019515016988,0,0.04093810143373984,0,0.00603721764130658,0.00603721764130658,0,0.11741076506159732,3.081370587178589e-4,0.00140799606322986,0.00171613312194771,0,0,0,0,0,0,0,0,0,0,0,0.07191627721516523,0.07461160291142149,0.12610584992101734,0.10978543426465252,0.24730654192689225,0,0,0.01260393455358539,0.2226184932928169,0.00418083886180003,0.19874215777346552,0.01043253589552716,0.7099234528882443,LU1_2022,0.6769437500000001,"c(543915.514701977, 6061171.00323009)"
LU1,LU1_66,2022,2022-06-14,2023-09-10,54.70777,-110.72408,517778.22296196065,6062308.085680805,250,0.08873075837612539,0.13454930737917686,0.13454930737917686,0,0,0,0,0,0,0,0,0,0,0,0,0.00368690640987108,0,0.02573224507851501,0.04174322061689296,0,0.04174322061689296,0,0.04581854900305149,0.00872562983666682,0.00884275643417951,0.01756838627084633,0,0,0,0,0,0,0,0,0,0,0,0.2971400118161129,0.06574044808243923,0.1896766857620298,0.1819078883609208,0.06568951014870388,2.1541322145228643e-4,0,0.07414731317330905,0.39478447348685664,0.01488109553936128,0.168518006594457,0.00446478984945326,0.5136292739981829,LU1_2022,0.7166791666666668,"c(517778.222961961, 6062308.08568081)"
LU1,LU1_67,2022,2022-06-16,2023-09-09,54.75274,-110.55328,528751.385144662,6067368.674344985,250,0.14541674225620416,0.14541674225620416,0.14541674225620416,0,0,0,0,0,0,0,0,0,0,0,0,0.03300915242820518,0,0,0,0.00256574778267354,0.00256574778267354,0,0,0.08497711180887892,0.02486473023644651,0.10984184204532545,0,0,0,0,0,0,0,0,0,0,0,0,0.47721162794076655,0.16360127589515566,0.04704688940626053,0.08939905645232007,0,0.00117611457887518,0.00814233169990514,0.1482391827119506,0,0.245422791249664,9.855491033601324e-4,0.6808313763301859,LU1_2022,0.7353770833333333,"c(528751.385144662, 6067368.67434498)"
LU1,LU1_70,2022,2022-06-17,2023-04-11,54.60699,-110.56893,527843.7001830979,6051144.471224809,250,0.08188901936747048,0.11119953765907012,0.11119953765907012,0,0,0,0,0,0,0,0,0,0,0,0,0.01766943378534784,0,0.01575232999098062,0,0,0,0,0.02931051829159966,0.04846725559114202,0,0.04846725559114202,0,0,0,0,0,0,0,0,0,0,0,0.20803549676259797,0.05470852835429925,0.1210466748841775,0.09715276170585464,0.2583820163961514,0,0,0.01391741133910141,0.390508830536267,0.02810721811040263,0.2218071880493786,0.01241784525078678,0.5134595367179323,LU1_2022,0.7012458333333333,"c(527843.700183098, 6051144.47122481)"
LU1,LU1_71,2022,2022-06-18,2023-09-09,54.63866,-110.50838,531730.0655292924,6054694.0864779595,250,0.119338448927174,0.15344219608761625,0.15344219608761625,0,0,0,0,0,0,0,0,0,0,0,0,0.09961512889659307,0,0.01898967259480345,0,7.336474357774687e-4,7.336474357774687e-4,0,0.03410374716044226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07331387069313663,0.02295051242636735,0.22730453585773464,0.13032308492768718,0.04385958881726223,4.444617520261892e-4,0,0.0798315342035703,0.4084917229020572,3.4004178228334164e-4,0.3363318782620275,0.08191921824775936,0.5008829726405709,LU1_2022,0.6424729166666667,"c(531730.065529292, 6054694.08647796)"
LU1,LU1_72,2022,2022-06-16,2022-09-22,54.65901,-110.41977,537430.3559633855,6057002.070236914,250,0.11916693272951503,0.16372777700167815,0.16372777700167815,0,0,0,0,0,0,0,0,0,0,0,0,0.02634817144087554,0,0.0251188501137175,0,0.03872037125104088,0.03872037125104088,0,0.04456084427216312,0,0.02897953992388112,0.02897953992388112,0,0,0,0,0,0,0,0,0,0,0,0.0375545619190686,0.05155173942555537,0.36160539707066475,0.08612289940088894,0.03569721500948994,0,0,0.08183062373036486,0.3589223859130936,0,0.3695614991956204,0.15864544498291933,0.4309724432884489,LU1_2022,0.6821645833333333,"c(537430.355963386, 6057002.07023691)"
LU1,LU1_73,2022,2022-06-14,2023-09-10,54.675050000000006,-110.70935,518742.38346785546,6058671.068673693,250,0.31198584106852506,0.35939159553345423,0.35939159553345423,0,0,0,0,0,0,0,0,0,0,0,0.11064837350269537,0.01983681049380476,0,0.02269561929510323,0,0.03635750440617499,0.03635750440617499,0,0.04740575446492916,0.08488958975634871,0.03755794361439802,0.12244753337074674,0,0,0,0,0,0,0,0,0,0,0,0.13121375212827813,0.01466251049742326,0.16457896287046206,0.10626951894490452,0.01002439343099529,0,0,0.3705021634540547,0.23859164004493008,0,0.3635701639697663,0.06576976754973685,0.4319064594372329,LU1_2022,0.6750645833333333,"c(518742.383467855, 6058671.06867369)"
LU1,LU1_74,2022,2022-06-15,2023-09-10,54.66743,-110.26517,547393.5628430925,6058032.326147448,250,0.04758907781511735,0.05188640412641342,0.05188640412641342,0,0,0,0,0,0.11864815576474612,0.11864815576474612,0.11864815576474612,0,0.11864815576474612,0,0,0,0,0.02563636156140295,0,0.02195271625371441,0.02195271625371441,0,0.00429732631129606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06668267484174387,0.08944429421621476,0.30373856297908625,0.05712296690769591,0.2717004813517437,0,2.034681827009482e-4,0.06799013395836759,0.2097767094776076,0.04030220053349346,0.06524118174196646,0.03640864543661289,0.7813229138913119,LU1_2022,0.74514375,"c(547393.562843092, 6058032.32614745)"
LU1,LU1_75,2022,2022-06-14,2023-09-10,54.68616,-110.69173,519873.16744600306,6059912.152166309,250,0.17462940507324778,0.21134797618585113,0.21134797618585113,0,0,0,0,0,0,0,0,0,0,0,0.01546252497487223,0.06200438284134041,0,0.01783423413501867,0,0.01585802140007146,0.01585802140007146,0,0.03671857111260334,0.02515579751517454,0.03831444420677048,0.06347024172194501,0,0,0,0,0,0,0,0,0,0,0,0.04561512705907584,0.05796256612123851,0.43818097415521534,0.13382920852818983,0.03095777231226362,0.00612057112099213,0,0.08147219290256505,0.21797294604156936,0.03102588613267251,0.5595864395904556,0.02705571845059191,0.32162843313615636,LU1_2022,0.70784375,"c(519873.167446003, 6059912.15216631)"
LU1,LU1_76,2022,2022-06-14,2022-12-26,54.70008,-110.70893,518757.9210049606,6061456.338101148,250,0.26396612290840055,0.29936181540939055,0.29936181540939055,0,0,0,0,0,0,0,0,0,0,0,0.1895773899984486,0.03395342555146053,0,0.02123026408000761,0.00834711156402823,0.0108579317144556,0.01920504327848383,0,0.03539569250098998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030617573722049152,0.05927752884670117,0.44604739613481975,0.23003724891348323,0.04274980735774145,0,0,0.00706533542883395,0.1767933326818945,9.103399837473632e-4,0.5592526405740235,0.01009183559039364,0.3815434514498964,LU1_2022,0.6629666666666667,"c(518757.921004961, 6061456.33810115)"
LU1,LU1_77,2022,2022-06-16,2022-09-22,54.700920000000004,-110.53466000000002,529988.0140915285,6061610.310552047,250,0.187450753324606,0.2465477695406797,0.2465477695406797,0,0,0,0,0,0,0,0,0,0,0,0.07871724219087932,0.02527160509787202,0,0.0227531316641384,0,0,0,0,0.05909701621607371,0.06070877437171626,0,0.06070877437171626,0,0,0,0,0,0,0,0,0,0,0,0.03143034215936057,0.06693765190056936,0.4518976454601992,0.05911328094872963,0.07118031130258912,0.00425963374365973,0.01416092339048113,0.01717540704459956,0.09773950429389666,0,0.11310625918018154,0.27962070305110565,0.5752202613087779,LU1_2022,0.5797010416666666,"c(529988.014091528, 6061610.31055205)"
LU1,LU1_78,2022,2022-06-18,2023-09-09,54.69755000000001,-110.37037999999998,540577.9887446966,6061317.889308336,250,0.00920720781138519,0.08753872228762152,0.08753872228762152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00920720781138519,0,0,0,0,0.07833151447623633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1410912954696026,0.00129122752807822,0.4181322960383441,0.03865485845822023,0.0065544911749826,8.088767540125849e-4,0,0.02397111880818437,0.4698033607180383,6.233456157155911e-4,0.5828763630144526,0.18495569484478872,0.08699434709345691,LU1_2022,0.6481229166666668,"c(540577.988744697, 6061317.88930834)"
LU1,LU1_79,2022,2022-06-16,2023-09-09,54.703970000000005,-110.33426,542899.0558042112,6062053.725407843,250,0.22475533189501767,0.2584093922403895,0.2584093922403895,0,0,0,0,0,0,0,0,0,0,0,0.09825562545535713,0.05570144619815548,0,0.02065594041406,0.01332268801440562,0.01250654639828357,0.02582923441268918,0,0.03365406034537181,0,0.02431308541475588,0.02431308541475588,0,0,0,0,0,0,0,0,0,0,0,0.10016270816658994,0,0.3767033690180217,0.04734182712363821,9.118715010594578e-4,0.00105138836424737,0,0.01278232863220336,0.419140105682842,0,0.6791137269681715,0.10905235183000206,0.09155300765831184,LU1_2022,0.63546875,"c(542899.055804211, 6062053.72540784)"
LU1,LU1_80,2022,2022-06-17,2023-09-09,54.71254,-110.54085,529580.6559765858,6062900.669334268,250,0.24157680524710337,0.31872363716895125,0.31872363716895125,0,0,0,0,0,0,0,0,0,0,0,0,0.03225458994794798,0,0.02192425180757625,0,0,0,0,0.0771468319218479,0.1873979634915791,0,0.1873979634915791,0,0,0,0,0,0,0,0,0,0,0,0.05151600968787296,0.04279954715272816,0.2034639220895905,0.1897205196308342,0.03033429924184046,0.002844448613253,0,0.10473067993978602,0.2437985714027827,0,0.22350858880744853,0.11698663401243135,0.6014291956250393,LU1_2022,0.6432125000000001,"c(529580.655976586, 6062900.66933427)"
LU1,LU1_82,2022,2022-06-15,2023-09-10,54.703959000000005,-110.08388,559032.7028347463,6062234.287410351,250,0.04071561536843984,0.08734528949514633,0.08734528949514633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01286366850925274,0,0.0278519468591871,0.0278519468591871,0,0.04662967412670649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08052376370055044,3.9701820968111986e-4,0.5214381188187387,0.01210643435905158,0.06942037347264858,0,7.252016800655034e-5,0.01574962224455925,0.33420358963038477,0,0.7467156704865341,3.538634703934083e-4,0.14638913616381735,LU1_2022,NA,"c(559032.702834746, 6062234.28741035)"
LU1,LU1_83,2022,2022-06-17,2023-09-09,54.73326,-110.54852,529071.6893751898,6065203.035231719,250,0.2898683695399255,0.3751657808214738,0.3751657808214738,0,0,0,0,0,0,0,0,0,0,0,0.015568724410306,0.0466146198857219,0,0.03168719511900957,0,0.01326866034644628,0.01326866034644628,0,0.08529741128154826,0.1825173316929295,2.1183808551224288e-4,0.18272916977844175,0,0,0,0,0,0,0,0,0,0,0,0.02127094510741873,0.03888785001706625,0.32260600964596703,0.2060440953355249,0.02455038890819517,2.009751329550383e-4,6.029253988651149e-4,0.02809260750896632,0.1658976487586832,0,0.4971968262402774,0.12879002541969117,0.34493440852161844,LU1_2022,0.6708437500000001,"c(529071.68937519, 6065203.03523172)"
LU1,LU1_84,2022,2022-06-16,2023-09-09,54.72892000000001,-110.50404,531939.2348060943,6064739.446890527,250,0.1699825007663064,0.21185531415993455,0.21185531415993455,0,0,0,0,0,0,0,0,0,0,0,0.11637093387784243,0,0,0.01474540215533258,0.00878844987643961,0.00911535466951522,0.01790380454595483,0,0.04187281339362817,0,0.02096236018717655,0.02096236018717655,0,0.13436223539099224,0.13436223539099224,0,0,0,0,0,0,0,0.13436223539099224,0.01175636222899405,0.02189131305719634,0.6676915317792997,0.08840080551414418,0.0450621257833718,0.02607655222112926,0,0.04568006896887874,0.09224579306740469,0,0.4662535510006279,0.2653834970117968,0.2451801693518494,LU1_2022,0.7167604166666667,"c(531939.234806094, 6064739.44689053)"
LU1,LU1_85,2022,2022-06-13,2023-05-25,54.73971000000001,-110.71049,518639.19765712455,6065865.68579549,250,0.3133268952014846,0.3133268952014846,0.3133268952014846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00878670875808896,0.00878670875808896,0,0,0,0.30454018644339564,0.30454018644339564,0,0,0,0,0,0,0,0,0,0,0,0.0192085022310023,0.1690414214493715,0.2116590008909739,0.10731157762043686,0.06681647244949633,8.739798323495011e-5,0,0.00126828839395675,0.4437722431891783,0,0.2816661906985012,0,0.6807646358505246,LU1_2022,0.7403583333333333,"c(518639.197657125, 6065865.68579549)"
