site,array,buffer_dist,AIRP-RUNWAY,BORROWPIT-DRY,BORROWPIT-WET,BORROWPITS,CAMP-INDUSTRIAL,CAMPGROUND,CANAL,CFO,CLEARING-UNKNOWN,CONVENTIONAL-SEISMIC,COUNTRY-RESIDENCE,CROP,CULTIVATION_ABANDONED,DUGOUT,FACILITY-OTHER,FACILITY-UNKNOWN,GOLFCOURSE,GREENSPACE,GRVL-SAND-PIT,HARVEST-AREA-1940,HARVEST-AREA-1950,HARVEST-AREA-1960,HARVEST-AREA-1963,HARVEST-AREA-1970,HARVEST-AREA-1971,HARVEST-AREA-1972,HARVEST-AREA-1973,HARVEST-AREA-1975,HARVEST-AREA-1976,HARVEST-AREA-1977,HARVEST-AREA-1978,HARVEST-AREA-1979,HARVEST-AREA-1980,HARVEST-AREA-1982,HARVEST-AREA-1983,HARVEST-AREA-1984,HARVEST-AREA-1985,HARVEST-AREA-1986,HARVEST-AREA-1987,HARVEST-AREA-1988,HARVEST-AREA-1989,HARVEST-AREA-1990,HARVEST-AREA-1991,HARVEST-AREA-1992,HARVEST-AREA-1993,HARVEST-AREA-1994,HARVEST-AREA-1995,HARVEST-AREA-1996,HARVEST-AREA-1997,HARVEST-AREA-1998,HARVEST-AREA-1999,HARVEST-AREA-2000,HARVEST-AREA-2001,HARVEST-AREA-2002,HARVEST-AREA-2003,HARVEST-AREA-2004,HARVEST-AREA-2005,HARVEST-AREA-2006,HARVEST-AREA-2007,HARVEST-AREA-2008,HARVEST-AREA-2009,HARVEST-AREA-2010,HARVEST-AREA-2011,HARVEST-AREA-2012,HARVEST-AREA-2013,HARVEST-AREA-2014,HARVEST-AREA-2015,HARVEST-AREA-2016,HARVEST-AREA-2017,HARVEST-AREA-2018,HARVEST-AREA-2019,HARVEST-AREA-2020,HARVEST-AREA-2021,HARVEST-AREA-2022,HARVEST-AREA-WHITE-ZONE-1988,HARVEST-AREA-WHITE-ZONE-1990,HARVEST-AREA-WHITE-ZONE-1994,HARVEST-AREA-WHITE-ZONE-1995,HARVEST-AREA-WHITE-ZONE-1996,HARVEST-AREA-WHITE-ZONE-1997,HARVEST-AREA-WHITE-ZONE-2002,HARVEST-AREA-WHITE-ZONE-2003,HARVEST-AREA-WHITE-ZONE-2004,HARVEST-AREA-WHITE-ZONE-2005,HARVEST-AREA-WHITE-ZONE-2007,HARVEST-AREA-WHITE-ZONE-2019,LAGOON,LANDFILL,LOW-IMPACT-SEISMIC,MINES-OILSANDS,MINES-PITLAKE,MISC-OIL-GAS-FACILITY,OIL-GAS-PLANT,OPEN-PIT-MINE,OTHER-LINEAR-FEATURES,PIPELINE,RECREATION,RESERVOIR,RESIDENCE_CLEARING,RIS-AIRP-RUNWAY,RIS-BORROWPITS,RIS-CAMP-INDUSTRIAL,RIS-CLEARING-UNKNOWN,RIS-DRAINAGE,RIS-FACILITY-OPERATIONS,RIS-FACILITY-UNKNOWN,RIS-MINES-OILSANDS,RIS-OILSANDS-RMS,RIS-OVERBURDEN-DUMP,RIS-PLANT,RIS-RECLAIM-READY,RIS-RECLAIMED-PERMANENT,RIS-RECLAIMED-TEMP,RIS-ROAD,RIS-SOIL-REPLACED,RIS-SOIL-SALVAGED,RIS-TAILING-POND,RIS-TRANSMISSION-LINE,RIS-UTILITIES,RIS-WASTE,RIS-WINDROW,RLWY-SGL-TRACK,RLWY-SPUR,ROAD-GRAVEL-1L,ROAD-GRAVEL-2L,ROAD-PAVED-1L,ROAD-PAVED-2L,ROAD-PAVED-DIV,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-UNCLASSIFIED,ROAD-UNIMPROVED,ROAD-UNPAVED-2L,ROAD-WINTER,ROUGH_PASTURE,RUNWAY,RURAL-RESIDENCE,SUMP,SURROUNDING-VEG,TAILING-POND,TAME_PASTURE,TRANSFER_STATION,TRANSMISSION-LINE,TRUCK-TRAIL,URBAN-INDUSTRIAL,URBAN-RESIDENCE,VEGETATED-EDGE-RAILWAYS,VEGETATED-EDGE-ROADS,WELL-ABAND,WELL-BITUMEN,WELL-CASED,WELL-CLEARED-NOT-DRILLED,WELL-GAS,WELL-OIL,WELL-OTHER,WOODY-VEGETATION-REMOVAL
LU1_10,LU1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU1_10,LU1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU1_10,LU1,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008328118265624986,0.03116244027427144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027473040807665702,0,0,0,0,0,0,0,0,0,0,0.002579262044622837,0,0,0,0,0,0,0
LU1_10,LU1,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00898337122077373,0.030379587158882383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008526435010432407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043888031890277346,0,0,0,0,0,0,0,0,0,0.007589854304412857,0.021224720182176193,0.011365381708374228,0,0,0,0,0,0
LU1_10,LU1,300,0,0,0,0,0,0,0,0,0,0.0010089342857763416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007383166956574609,0.028603593351356437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021902937375891732,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03535000017736969,0,0,0,0,0,0,0,0,0,0.02305203488980359,0.032237795381406496,0.02968172084240243,0,0,0,0,0,0
LU1_10,LU1,400,0,0,0,0,0,0,0,0,0,0.002127292588202024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004953639617382261,0.022049068407412203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023154926893498125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019884375099758465,0,0,0,0,0,0,0,0,0,0.02689324094994806,0.03634442074217679,0.029776973444616415,0,0,0,0,0,0
LU1_10,LU1,500,0,0,0,0,0,0,0,0,0,0.0022369224701077684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036805661879506513,0.016425839262125198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019346402319737863,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012726000063842993,0,0,0,0,0,0,0,0,0,0.02377722043055201,0.024554987749924304,0.019057263004550875,0,0,0,0,0,0
LU1_10,LU1,750,0,0,0,0,0,0,0,0,0.002069383085354817,0.0036116945178401062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002619311077030366,0.023812285002438517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014922067577287482,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005656000028374571,0,0,0,0,0,0,0,0,0,0.021046326289878542,0.021992981432171602,0.012881169144926504,0,0,0,0,0,0
LU1_10,LU1,1000,0,0,0,0,0,0,0,0,0.0013298276881627286,0.004325392142630977,0,0,0,0,0,0,0,0,0.004068503037116561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.517121608714557e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024613946066325827,0.02295883698691566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011463403913855095,0,0,0,0,0,0,0,0,0,0,0.003506585452734374,0,0,0.0031815000159603484,0,0,0,0,0,0,0,0,0,0.017036203930627363,0.021683632257518026,0.007706743122336744,0,0,0,0,0,0
LU1_10,LU1,1250,0,0,0,0,0,0,0,0,0.01685278004140475,0.0038842571425626374,0,0,0,0,0,0,0,0,0.013158856825882019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005468187740034418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002162060550056235,0.021125532586962748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009341723188693325,0,0,0,0,0,0,0,6.088587276719457e-4,0,0,0.007883160706090672,0,0,0.0020361600102154057,0,0,0.005086241333403523,0,0,0,0,0,0,0.015076331476350202,0.021906574312305034,0.006266100478158308,0.0016762577993094095,0,0,0,0,0
LU1_10,LU1,1500,0,0,0,0,0,0,0,0,0.016073767358278535,0.004521543986511546,0,0,0,0,0,0,0,0,0.009607902599527018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008978985220415906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022974229794261417,0.020013604586509377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007959497606739276,0,0,0,0,0,0,0,5.679714418773446e-4,0,0,0.007121650675217832,0,0,0.0014140000070937278,0,0,0.01843509007067232,0,0,0,0,0,0,0.013530198146975335,0.01961663185851877,0.0043514586653867786,0.0013476484137035292,0,0,0,0.002037818338064149,0
LU1_10,LU1,1750,0,0,0,0,0,0,0,0,0.011809298467307456,0.005189509215725498,0,0,0,0,0,0,0,0,0.007058867215979498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006596805468061099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025625868053898676,0.018306083642228233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007125390549026802,0,0,0,0,0,0,0,5.655456721194438e-4,0,0,0.006626602668287957,0,0,0.0010388571480689295,0,0,0.01661131714227403,0,0,0,0,0,0,0.011883664786965608,0.016988963664338698,0.003196990039876211,0.0016862994949328487,0,0,0,0.002340805741546035,0
LU1_10,LU1,2000,0,0,4.407679792399184e-5,0,0,0,0,0,0.009041494139031383,0.005769045281224421,0,0,0,0,0,0,0,0,0.005404445212233772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005050679186483783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002313936805206797,0.017505299134080356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007710209998836022,0,0,0,0,0,0,0,4.3299590521640664e-4,0,0,0.005957919547881047,0,0,7.95375003990196e-4,0,0,0.019567613009246077,0,0,0,0,0,0,0.012072243992190106,0.015339865879299634,0.003627184256488417,0.0024324472140612344,0,0,0,0.004028306530158584,0
LU1_10,LU1,2250,0,0,9.800010333293463e-5,0,0,0,0,0,0.007143896603678802,0.006704065097161107,0,0,0,0,0,0,0,0,0.004270178933122792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003990660097962319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025761842372333528,0.01799470019795673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073289095792580024,0,0,0,0,0,0,0,4.625360639753488e-4,0,0,0.0050524259903424375,0,0,6.284444475971642e-4,0,0,0.023754688834935086,0,0,1.8126170198790227e-4,0,0,0,0.011518820738427341,0.015111231055185173,0.004781310440384427,0.002353471469109312,0,0,0,0.00457915476644662,0
LU1_10,LU1,2500,0,6.97768644144324e-4,7.938008369967606e-5,0,0,0,0,0,0.005786556248979757,0.006859211691763303,0,0,0,0,0,0,0,0,0.0034588449358294183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016066601138316385,0,0,0,0,0,0,0,0,0,0,0.003232434679349438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028479640129649222,0.017664374876578823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006876097428575761,0,0,0,0,0,0,0,8.154042237555695e-4,0,0,0.005179036720572978,0,0,5.090400025536966e-4,0,0,0.0255119355377767,0,0,4.539856270366351e-4,0,0,0,0.01117832221217885,0.01435240776037729,0.007110279771454167,0.0019063118899785188,0,0,0,0.005378463561382384,0
LU1_10,LU1,2750,0,0.001723560025777611,6.560337495841457e-5,0,0,0,0,0,0.004840879511112526,0.006781572886529249,0,0,0,0,0,0,0,0,0.0028585495337435213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006493203549721979,0,0,0,0,0,0,0,0,0,0,0.0026714336192972437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6858781758669526e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002753683633214325,0.016947181131181096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006799290581032817,0,0,0,0,0,0,0,0.0015308158480795352,0,0,0.005081137235452684,0,0,4.206942169865556e-4,0,0,0.027185266825101594,0,0,6.009048096290468e-4,0,0,0,0.011282865862099475,0.012980550444427936,0.010823707692768619,0.0015754643718831837,0,0,0,0.005701319530403876,0
LU1_10,LU1,3000,0,0.0014482691883270769,5.512505812478106e-5,0,0,0,0,0,0.004301241679763514,0.006473383178666565,0,0,0,0,0,0,0,0,0.0024019756498818027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007099525944619123,0,0,0,0,0,0,0,0,0,0,0.0022447463051040216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035597250502231977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025449671512556616,0.018252391179666122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00632684863504721,0,0,0,0,0,0,0,0.0016398155306941247,0,0,0.0048579083269136335,0,0,3.53500001773439e-4,0,0,0.026239534816610444,0,0.0032540099682611397,5.160293076495497e-4,0,0,0,0.010558918708674567,0.012401073861769467,0.01241908263302064,0.0013870997625226947,0,1.4888166914873958e-4,0,0.005267982694595725,0
LU1_10,LU1,3250,0,0.001234028184136655,4.6970463727623114e-5,0,0,0,0,0,0.0036649633247688345,0.006607336517389354,0,0,0,0,0,0,0,0,0.0020466538081832684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006049300213166464,0,0,0,0,0,0,0,0,0,0,0.0019126832422187712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008455395238836616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.955999362521452e-4,0,0,0.0025152679358266153,0.018557698988672718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005822622408697128,7.676364963416089e-5,0,0,0,0,0,0,0.0016721691584656781,0,0,0.005554943557312776,0,0,3.0120710210280565e-4,0,0,0.02497276225657738,0,0.005721481489345501,4.3969361125167813e-4,0,0,0,0.009874923220734676,0.01099106148390366,0.012635772112613512,0.0012605408436921783,0,4.7138183086850566e-4,0,0.004499076454701125,0
LU1_10,LU1,3500,0,0.0010640345057097024,4.050004270392128e-5,0,0,0,0,0,0.0033051220564657337,0.006800112615739182,0,0,0,0,0,0,0,0,0.0017647168039948158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00521597824502636,0,0,0,0,0,0,0,0,0,0,0.00164920136701522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015036422342868637,0,0,0,0,0,0,0,0,0.0014510763983575925,0,1.4436375469050258e-4,0,0,0,0,0.0028107720753013893,0,0,0.0027056800094267634,0.017991322041952525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005385040608409397,2.02790459718646e-4,0,0,0,0,0,0,0.0017206278268320874,0,0,0.005948997722155459,0,0,3.9904009955890943e-4,0,0,0.022923932279044552,0,0.006679025337950901,4.030952698520046e-4,0,0,0,0.009479045261697128,0.010118261547581647,0.011643568913488936,0.0012532338099142577,0,6.134313821998285e-4,0,0.00442963319424362,0
LU1_10,LU1,3750,0,9.268922805292757e-4,3.5280037199857846e-5,0,0,0,0,0,0.0028791285469655045,0.007161544807549304,0,0,0,0,0,0,0,0,0.001537264415924265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004543696604555978,0,0,0,0,0,0,0,0,0,0,0.001436637635266491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01970716541829143,0,0,0,0,0,0,0,0,0.0026435028234252887,0,6.581902160551999e-4,0,0,0,0,0.0041492965746414015,0,0,0.0027421039754213427,0.0170797043875761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005198218099789194,2.563445106953981e-4,0,0,0,0,0,0,0.0017015561650049725,0,0,0.009373927111329675,0,0,7.322130824173256e-4,0,0,0.02014425741736967,0,0.007092505317492668,3.5457136532027395e-4,0,0,0,0.009319553128851661,0.010504757706976687,0.012568678022132247,0.0010917058966363436,2.6080633764614747e-5,5.343668929384799e-4,0,0.004553983610824049,0
LU1_10,LU1,4000,0,0.0012096700702873904,3.100784519518893e-5,0,0,0,0,0,0.002530484074481512,0.007220406804346103,0,0,0,0,0,0,0,0,0.001351111303058496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003993483343848204,0,0,0,0,0,0,0,0,0,0,0.0012626697966209952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02032596862781653,0,0,0,0,0,0,0,0,0.0029245373553213085,0,5.784874945797911e-4,0,0,0,0,0.003646842692556081,0,0,0.0027349291370044053,0.01642266170840552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004994224727598135,2.986620859709482e-4,0,0,0,0,0,0,0.0017319667589671124,0,0,0.010502216073816904,0,2.1313362865764906e-4,6.524814860515196e-4,0,0,0.017704913745735844,0,0.0072393022068596,3.116349890510358e-4,0,0,0,0.00910268451998756,0.010768379197836174,0.011935512222322508,0.0011632998691949127,2.2922432019681942e-5,4.6965840199673155e-4,0,0.005153416683216485,0
LU1_10,LU1,4250,0,0.0013155827035875507,2.7467156989509794e-5,7.25826119314055e-5,0,0,0,0,0.0023559640382410482,0.007108645563297235,0,0,0,0,0,0,0,0,0.003864621902519117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035374800554502962,0,0,0,0,0,0,0,0,0,0,0.0011184895084255131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018880816252243072,0,0,0,0,0,0,0,0,0.00481518861101724,0,5.1243182910874e-4,0,0,0,0,0.0032304212086309778,0,0,0.002661141588607377,0.01590289416841671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005038059540132584,3.279468007178924e-4,0,0,0,0,0,0,0.0018796783956444468,0,0,0.01065662570598938,0,1.8879657071404124e-4,6.445887299122679e-4,0,0,0.015683245394146558,0,0.007241874090091078,2.760503709240997e-4,0,0,0,0.008994781922306612,0.010680227418558848,0.012273996025509385,0.0013206382595447117,2.0304991685254504e-5,4.160295879278988e-4,0,0.0050974975852525126,0
LU1_10,LU1,4500,0,0.001173467288076604,2.450002583323672e-5,6.474189767955911e-5,0,0,0,0,0.0028000794944659634,0.007120671522489625,0,0,1.9563293068663236e-4,0,0,0,0,0,0.006145971430249195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031553448642752556,0,0,0,0,0,0,7.145652465852102e-5,0,0,0,9.976650244907044e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016841221904007716,0,0,0,0,0,0,0,0,0.006221618399300239,0,4.5707653892726143e-4,0,0,0,0,0.0028814559546123325,0,0,0.002715533093424003,0.015341614819412944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004756686493534443,3.4885630182909317e-4,0,0,0,0,0,0,0.0018834654068523447,0,0,0.011785367623122251,0,1.6840187943321122e-4,5.749572313106606e-4,0,0,0.015010791412136761,0,0.007165733329358154,2.4623011480576695e-4,0,0,0,0.008519322996817263,0.011722627584047803,0.011844659978223293,0.0014973837732609396,1.8111551225428465e-5,3.710881200961985e-4,0,0.004599347010720513,0
LU1_10,LU1,4750,0,0.0010531950175534928,2.1988942853098374e-5,5.810630151849492e-5,0,0,0,0,0.003228327415142539,0.0072667996976650195,0,0,6.51857664129259e-4,0,1.91575093369139e-4,0,0,0,0.008048757338138325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0028319438671057036,0,0,0,0,1.4662235484247147e-4,0,9.1196274802104e-4,0,0,0,8.954112685179522e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015115113287807127,0,0,0,0,0,0,0,0,0.005598462808321534,0,4.1022935903720016e-4,0,0,0,0,0.002948378637826425,0,7.340844036469543e-5,0.0028289603687068655,0.014730308219443152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004542448231211988,3.7184699627979467e-4,0,0,0,0,0,0,0.0020954950751404236,0,0,0.012080161084257043,0,1.5114185300930515e-4,5.160280967995836e-4,0,0,0.015545153158449876,0,0.00701788316162631,2.3711527250777037e-4,0,0,0,0.008659714329781796,0.011604785252438783,0.011258209417744207,0.0016017706231015421,1.625524265107669e-5,3.330541576486579e-4,0,0.004313670137499723,0
LU1_10,LU1,5000,0,9.505085033420086e-4,1.9845020924920895e-5,5.244093712044064e-5,0,0,0,0,0.0029469367675245294,0.007154615845199895,0,0,7.71879721380469e-4,0,3.616421127123476e-4,0,0,0,0.007515193001035603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025558293400628476,0,0,0,0,6.12908816445217e-4,0,9.77589455227266e-4,0,0,0,8.08108669837436e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013641389742245665,0,0,0,0,0,0,0,0,0.005052612684510086,0,3.7023199653106595e-4,0,0,0,0,0.003383361507990785,0,0.0010627694927046653,0.002936186422924615,0.014250287990491366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004393054150245659,4.0249131797881433e-4,0,0,0,0,0,0,0.0020956607345259514,0,0,0.012024267735260986,0,2.1281131552746113e-4,4.6571535736161514e-4,0,0,0.01655051310847244,0,0.006806065068300801,3.173562263530252e-4,0,0,0,0.008798175562894953,0.01107746642823625,0.010910794246971871,0.001757966160166373,3.4969355699404464e-5,3.005813772779079e-4,0,0.00406262923751407,0
