array,site,array_year,start_date,end_date,lat,long,easting_12n,northing_12n,buffer_dist,cfi,cfi_with_harvest,cfi_with_vegedges,harvest_0_10,harvest_0_15,harvest_10_20,harvest_10_25,harvest_20_30,harvest_30_40,harvest_gt_15,harvest_gt_25,harvest_gt_40,harvest_total,landfill,osm_industrial,pipe_trans,railways,roads,seismic_lines_3D,seismic_lines_conventional,seismic_total,trails,veg_edges,wells_active,wells_inactive,wells_total,pct_betu_pap,fire_0_10,fire_0_15,fire_10_20,fire_10_25,fire_20_30,fire_30_40,fire_gt_15,fire_gt_25,fire_gt_40,fire_total,pct_lari_lar,lc_broadleaf,lc_coniferous,lc_herbs,lc_mixedwood,lc_shrubs,lc_water,lc_wetland,lc_wetland_treed,pct_pice_gla,pct_pice_mar,pct_pinu_ban,pct_popu_tre,array_visit,ndvi
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,2750,0.073650093958513907,0.08493295982061337,0.08493295982061337,0,0,0,0.00267143361929724,0.00267143361929724,0.006861791367308665,0.009533224986605904,0.006861791367308665,0,0.009533224986605904,0,0.00990928666257862,0.01694718113118109,0,0.00833010642911234,0,0.00678157288652924,0.00678157288652924,6.009048096290468e-4,0.01128286586209947,0.01810049159505566,0.01298055044442793,0.03108104203948359,0,0,0,3.141001035861698e-4,3.141001035861698e-4,0,0,3.141001035861698e-4,0,0,3.141001035861698e-4,0.05805839825791618,0.4385017617672036,0.12120462444360228,0.12009815123572064,0.14739755001518917,8.873016458856453e-4,4.315524462748429e-4,0.01111494482267534,0.14977298085159138,0.02607954782222534,0.08896946882499135,0.01551510441458621,0.7837709834016879,LU1_2022,0.7410068229166669
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,3000,0.07664670999891254,0.08720562870758711,0.08720562870758711,0,0,0,0.00224474630510402,0.00224474630510402,0.01065925099484231,0.012903997299946329,0.01065925099484231,0,0.012903997299946329,0,0.0085601115778706,0.021506401147927248,0,0.007966664165741329,0,0.00647338317866656,0.00647338317866656,5.160293076495497e-4,0.01055891870867456,0.01922304675928779,0.01240107386176946,0.03162412062105725,0,0,0,2.6393133704115623e-4,2.6393133704115623e-4,0,0,2.6393133704115623e-4,0,0,2.6393133704115623e-4,0.05797629010736403,0.4519626072084813,0.11775396052052102,0.11809214116909925,0.13873148230688737,9.215166268690436e-4,3.6262393055038833e-4,0.01104211377326105,0.1486438112372071,0.02414805211311953,0.08927368292320707,0.01586639564018529,0.7875238984831834,LU1_2022,0.7391273611111114
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,3250,0.07634502136840647,0.08621994458914115,0.08621994458914115,0,0,0,0.00191268324221877,0.00191268324221877,0.014504695452003068,0.01641737869422184,0.014504695452003068,0,0.01641737869422184,0,0.007589422819171314,0.024279180478018213,0,0.007571555216796951,0,0.00660733651738935,0.00660733651738935,4.396936112516782e-4,0.00987492322073467,0.018866771241875305,0.01099106148390366,0.029857832725778966,0,0,0,2.2488823984570804e-4,2.2488823984570804e-4,0,0,2.2488823984570804e-4,0,0,2.2488823984570804e-4,0.05783125748925829,0.458163229165626,0.11795115317230706,0.11410497841477237,0.1368157688717605,9.352808064307404e-4,3.0898133727368874e-4,0.01091342693185767,0.14679179859375485,0.02284974636038494,0.09102135032057793,0.01710631581593668,0.7868063272022285,LU1_2022,0.7372542127581121
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,3500,0.07676869234630793,0.08624773760800505,0.08624773760800505,0,0,0.00145107639835759,0.0031002777653728096,0.00164920136701522,0.02025240058789499,0.0233526783532678,0.02025240058789499,0,0.0233526783532678,0,0.009528549338424954,0.024670347379903416,0,0.007308458894960117,0,0.00680011261573918,0.00680011261573918,4.030952698520046e-4,0.00947904526169712,0.01793986729984663,0.01011826154758164,0.028058128847428268,0,0,0,1.93908737417993e-4,1.93908737417993e-4,0,0,1.93908737417993e-4,0,0,1.93908737417993e-4,0.05694908237088436,0.4620926338073452,0.1200132837241428,0.1086376845358582,0.1355543112232931,8.91439099178894e-4,9.935935411776804e-4,0.01111999838607913,0.14393129871435867,0.0219587637987398,0.09094595843102118,0.02033594097418132,0.7831352407355645,LU1_2022,0.7365630169172929
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,3750,0.0790422825704331,0.08836183569928475,0.08836183569928475,0,0,0.00264350282342528,0.00408014045869177,0.00143663763526649,0.024250862022847403,0.02833100248153917,0.024250862022847403,0,0.02833100248153917,0,0.010918265153732818,0.02417220970506876,0,0.007156118775489558,0,0.0071615448075493,0.0071615448075493,3.5457136532027395e-4,0.00931955312885166,0.018774815056295715,0.01050475770697668,0.029279572763272393,0,0,0,1.689160557063388e-4,1.689160557063388e-4,0,0,1.689160557063388e-4,0,0,1.689160557063388e-4,0.05471968373107788,0.4666428359621497,0.1204029584863115,0.10630631570545566,0.13325629322716173,0.00100280721538982,0.00210165172544264,0.01141573667143893,0.13903155949004695,0.02067355111588366,0.09026016970966128,0.02271998980768001,0.7831352022195596,LU1_2022,0.735793922461368
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,4000,0.07773213305399489,0.08683481757398245,0.08683481757398245,0,0,0.0029245373553213,0.0041872071519422896,0.00126266979662099,0.02431945197166473,0.02850665912360702,0.02431945197166473,0,0.02850665912360702,0,0.010000084966209969,0.023661963915265122,0,0.007024853572536189,0,0.0072204068043461,0.0072204068043461,3.116349890510358e-4,0.00910268451998756,0.0187448096087503,0.01076837919783617,0.029513188806586474,0,0,0,1.4846137708564617e-4,3.1999068559609544e-4,1.715293085104493e-4,0,3.1999068559609544e-4,0,0,3.1999068559609544e-4,0.05404942791597608,0.4680813908434833,0.12304568607640318,0.1028073394943111,0.1320788764596129,0.00101571450454463,0.00420211689874243,0.01231373134472839,0.13771434109972977,0.01994958221398309,0.09219408211586262,0.02414372147429392,0.7812598302509548,LU1_2022,0.7355532028256698
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,4250,0.0796075029786232,0.08860228490092982,0.08860228490092982,0,0,0.00481518861101724,0.00593367811944275,0.00111848950842551,0.022418296307693358,0.02835197442713611,0.022418296307693358,0,0.02835197442713611,0,0.012023660180920593,0.023144768258507777,0,0.007245684736494912,0,0.00710864556329723,0.00710864556329723,2.760503709240997e-4,0.00899478192230661,0.019128466449919754,0.01068022741855884,0.029808693868478595,0,0,0,1.3150903990977498e-4,3.2880207759997224e-4,1.972930376901973e-4,0,3.2880207759997224e-4,0,0,3.2880207759997224e-4,0.05442922112801084,0.4645700083588506,0.12514625828103088,0.10288036082247155,0.13131585148994793,0.00102899436007683,0.00444398607279945,0.0139663656753316,0.13862406781187353,0.01938046836261031,0.09446111673560792,0.02506916855412487,0.779537321881912,LU1_2022,0.7355046619293706
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,4500,0.0810387258670113,0.08955804886382857,0.08955804886382857,0,0,0.00622161839930023,0.007219283423790935,0.0010691215491492254,0.01999656676828296,0.027287306716732414,0.02006802329294148,0,0.027287306716732414,0,0.014122249861154797,0.02250734814877109,0,0.006989008202215873,0,0.00712067152248962,0.00712067152248962,2.4623011480576695e-4,0.00851932299681726,0.018330590433526354,0.0117226275840478,0.030053218017574157,0,0,0,1.1730281646273348e-4,2.932833346493632e-4,1.759805181866297e-4,0,2.932833346493632e-4,0,0,2.932833346493632e-4,0.05491411042566988,0.46190021110314494,0.12773921202514252,0.104026862645188,0.12886736737725532,0.00102870161861167,0.00409806236813134,0.01585074764063162,0.13940655746855485,0.01870797124374938,0.09744012430546632,0.02606061076246169,0.7776228908944726,LU1_2022,0.7349644882039563
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,4750,0.0819396361275614,0.09059935045734319,0.09059935045734319,0,0,0.00559846280832153,0.006493874076839482,0.0019539963713814637,0.01794705715491282,0.025499516334615814,0.01900564225777633,0,0.025499516334615814,0,0.01654999464260297,0.02174819138106946,0,0.007009790302632195,0,0.00726679969766501,0.00726679969766501,2.3711527250777037e-4,0.00865971432978179,0.017522959578645195,0.01160478525243878,0.029127744831083973,0,0,0,1.0528009012167696e-4,2.632238238958255e-4,1.5794373377414855e-4,0,2.632238238958255e-4,0,0,2.632238238958255e-4,0.0548477979107932,0.45805387518326607,0.13054786607027888,0.10452198488361024,0.12758100394872773,0.00109604276242506,0.00369680073369016,0.01784902451484272,0.13900304172343292,0.0182812969227468,0.09968469825446329,0.02750478209521738,0.7756112362609463,LU1_2022,0.7349931271477655
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,5000,0.08069258283620932,0.08949075839910427,0.08949075839910427,0,0,0.00505261268451008,0.005860721354347516,0.0023986069415099192,0.0161972190823085,0.023648438708328497,0.01778771735398098,0,0.023648438708328497,0,0.01712864469724796,0.02105635305879216,0,0.006891206202750414,0,0.00715461584519989,0.00715461584519989,3.173562263530252e-4,0.00879817556289495,0.01706694037762962,0.01107746642823625,0.02814440680586587,0,0,0,9.501528133481414e-5,2.3755950106598423e-4,1.425442197311701e-4,0,2.3755950106598423e-4,0,0,2.3755950106598423e-4,0.05503718250281436,0.4502835285311487,0.13533739328748268,0.10421688866737816,0.12776414709266504,0.00113374975960877,0.00367697926776819,0.02019228774531636,0.13930823344423615,0.01794979009468202,0.10373864740749342,0.02962434999587614,0.7700392596820514,LU1_2022,0.7331079906038196
LU1,LU1_10,2022,2022-06-17,2022-12-05,54.58592,-110.60129,525766.8107989627,6048787.659593273,10000,0.08170266807588651,0.09796448456770691,0.0938445723461484,0.00300391649735146,0.004119912221558512,0.0042274973998915,0.006764250760474857,0.0030825391180962854,0.005212650453529236,0.011743753712892973,0.006095498676625168,3.3706246558300336e-4,0.015863665934451484,0,0.01756776567414669,0.025507710456142273,0,0.007984120476358863,6.936811324840356e-4,0.0075647060978619,0.008258387230345936,5.22684580827032e-4,0.01214190427026189,0.015011370176713832,0.00685062948135188,0.021861999658065713,0,1.9303527172257465e-4,2.1685957220738666e-4,7.423783925036517e-5,1.0987389418315689e-4,1.1111017476832425e-4,0.002646943539553496,0.0028084672530873734,0.0027224176593890286,0,0.00302532682529476,0.05112351231244767,0.3474725344261448,0.14730732139861763,0.10825804747390656,0.10491879778345874,0.00130148381245951,0.07628331239323537,0.06064940297241023,0.12653554932512867,0.02589126495357749,0.16759629428333034,0.06669680406502085,0.6511919778518553,LU1_2022,0.6904207396665788
LU1,LU1_11,2022,2022-06-17,2023-09-09,54.588892,-110.48226,533456.6812036387,6049168.492295013,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0079,0.0079,0.0079,0,0.0079,0,0.3211,0.0987,0.1605,0.0553,0,0.0026,0.15,0.1868,0,0.13119999999999998,0.0378,0.7951999999999999,LU1_2022,0.561675
LU1,LU1_11,2022,2022-06-17,2023-09-09,54.588892,-110.48226,533456.6812036387,6049168.492295013,100,0.00671520597178722,0.00671520597178722,0.00671520597178722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00671520597178722,0,0.00671520597178722,0,0,0,0,0,0,0.00617238241513904,0.00617238241513904,0.00617238241513904,0,0.00617238241513904,0,0.2611490161449593,0.07848296864193502,0.15592057902941953,0.04404766118630444,0,0.1479478197418152,0.12215199817052484,0.14709124187907302,0,0.2291009708357047,0.02953367788509569,0.7133943018536326,LU1_2022,0.561675
LU1,LU1_11,2022,2022-06-17,2023-09-09,54.588892,-110.48226,533456.6812036387,6049168.492295013,200,0.19799982045599074,0.24926280425942307,0.24926280425942307,0,0,0,0,0,0,0,0,0,0,0,0,0.01026581645018849,0,0.02423646009264241,0,0,0,0,0.05126298380343234,0.16349754391315985,0,0.16349754391315985,0,0,0,0,0,0,0.00475916866673603,0.00475916866673603,0.00475916866673603,0,0.00475916866673603,0,0.21295212803266372,0.06374464249911521,0.16123350112423607,0.03494621797570286,6.884555516682428e-5,0.23243921333139905,0.1067475798620103,0.11638320581784288,0.00188959076947241,0.28518285606955474,0.02820612289175248,0.6456163169974991,LU1_2022,0.561675
LU1,LU1_11,2022,2022-06-17,2023-09-09,54.588892,-110.48226,533456.6812036387,6049168.492295013,250,0.18951800862124835,0.2531158023205454,0.2531158023205454,0,0,0,0,0,0,0,0,0,0,0,0,0.01406049219392939,0,0.032997679752688996,0,0,0,0,0.06359779369929706,0.14245983667462997,0,0.14245983667462997,0,0,0,0,0,0,0.00379114062710475,0.00379114062710475,0.00379114062710475,0,0.00379114062710475,0,0.17428675322996234,0.05892560204315603,0.1564048762517699,0.02992764709170313,2.8564236798301777e-4,0.273360267148975,0.11533897034079613,0.0992376527524459,0.00783997137655517,0.3234561548435969,0.04089476826649078,0.5551931592938874,LU1_2022,0.561675
LU1,LU1_11,2022,2022-06-17,2023-09-09,54.588892,-110.48226,533456.6812036387,6049168.492295013,300,0.1785634785834052,0.24750497423161605,0.24750497423161605,0,0,0,0,0,0,0,0,0,0,0,0,0.01919198227920614,0,0.034439913079225046,0,0,0,5.172466942310013e-4,0.06894149564821084,0.12441433653074303,0,0.12441433653074303,0,0,0,0,0,0,0.00317826363067221,0.00317826363067221,0.00317826363067221,0,0.00317826363067221,2.5980998783371203e-6,0.15264415386773106,0.05553597668729818,0.14639860497993504,0.03405204422186936,3.706508191855294e-4,0.3061388509135284,0.11538827638352206,0.08956980426491712,0.010187027196006,0.35014029926715395,0.04598630170047331,0.4985758549170441,LU1_2022,0.561675
LU1,LU1_11,2022,2022-06-17,2023-09-09,54.588892,-110.48226,533456.6812036387,6049168.492295013,400,0.1512900982422538,0.21762600524230552,0.21762600524230552,0,0,0,0,0,0,0,0,0,0,0,0,0.01700358641191541,0,0.03315318446122386,0,0,0,0.00193392063087119,0.0663359070000517,0.09379560565924876,0.00540380107899459,0.09919940673824335,0,0,0,0,0,0,0.00227471686140481,0.00227471686140481,0.00227471686140481,0,0.00227471686140481,4.1273569718340016e-4,0.12454959363837828,0.05339033979195364,0.13409343067333893,0.04397913300291489,4.556866355799147e-4,0.3534780027542185,0.11130219453042764,0.07447637597127939,0.01470659063497784,0.38646112737082544,0.05019357732537452,0.44372173313967345,LU1_2022,0.548136111111111
LU1,LU1_11,2022,2022-06-17,2023-09-09,54.588892,-110.48226,533456.6812036387,6049168.492295013,500,0.17532778222918904,0.23888315867246007,0.23888315867246007,0,0,0,0,0,0,0,0,0,0,0,0,0.02473500093995298,0,0.03155566975136954,0,0,0,0.00239703354164698,0.06355537644327101,0.09207934446120156,0.02456073353501801,0.11664007799621956,0,0,0,0,0,0,0.00178120246061626,0.00178120246061626,0.00178120246061626,0,0.00178120246061626,0.00516382168739684,0.1112406500602334,0.05976387560609585,0.1369585521325491,0.05364370205202182,4.3717080310650775e-4,0.3541046905383189,0.10400839084940736,0.06951319571747838,0.0208898487917056,0.3842470524101078,0.04596531087601724,0.44958065315291834,LU1_2022,0.5583776041666667
LU1,LU1_11,2022,2022-06-17,2023-09-09,54.588892,-110.48226,533456.6812036387,6049168.492295013,750,0.15270102696130694,0.19876672417926125,0.19876672417926125,0,0,0,0,0,0,0,0,0,0,0,0.00122604228813721,0.01815373501946582,0,0.02317765095561388,0,0,0,0.00241165101431906,0.04606569721795432,0.0882532812613652,0.01947866642240577,0.10773194768377096,0,0,0,0,0,0,0.00146880016438129,0.00146880016438129,0.00146880016438129,0,0.00146880016438129,0.01771226520400112,0.14273716961444294,0.06411927914659034,0.12880061928039271,0.06945162586534573,4.073532515222973e-4,0.2797128777738751,0.12149278872806508,0.08969915179841044,0.02908657441167923,0.308483092292522,0.0675744377950034,0.4881728433819349,LU1_2022,0.5623168402777777
