array,site,week,species,presence,detections,month,year
LU1,LU1_44,2023-03-19T00:00:00Z,grey wolf,0,0,3,2023
LU1,LU1_44,2023-03-19T00:00:00Z,lynx,0,0,3,2023
LU1,LU1_44,2023-03-19T00:00:00Z,moose,0,0,3,2023
LU1,LU1_44,2023-03-19T00:00:00Z,red fox,0,0,3,2023
LU1,LU1_44,2023-03-19T00:00:00Z,red squirrel,1,1,3,2023
LU1,LU1_44,2023-03-19T00:00:00Z,snowshoe hare,0,0,3,2023
LU1,LU1_44,2023-03-19T00:00:00Z,white-tailed deer,1,1,3,2023
LU1,LU1_44,2023-03-19T00:00:00Z,wolverine,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,black bear,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,caribou,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,cougar,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,coyote,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,fisher,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,grey wolf,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,lynx,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,moose,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,red fox,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,red squirrel,1,2,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,snowshoe hare,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,white-tailed deer,0,0,3,2023
LU1,LU1_44,2023-03-26T00:00:00Z,wolverine,0,0,3,2023
LU1,LU1_44,2023-04-02T00:00:00Z,black bear,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,caribou,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,cougar,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,coyote,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,fisher,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,grey wolf,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,lynx,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,moose,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,red fox,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,red squirrel,1,2,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,snowshoe hare,1,2,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,white-tailed deer,0,0,4,2023
LU1,LU1_44,2023-04-02T00:00:00Z,wolverine,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,black bear,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,caribou,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,cougar,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,coyote,1,1,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,fisher,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,grey wolf,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,lynx,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,moose,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,red fox,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,red squirrel,1,3,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,snowshoe hare,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,white-tailed deer,0,0,4,2023
LU1,LU1_44,2023-04-09T00:00:00Z,wolverine,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,black bear,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,caribou,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,cougar,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,coyote,1,1,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,fisher,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,grey wolf,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,lynx,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,moose,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,red fox,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,red squirrel,1,4,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,snowshoe hare,1,2,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,white-tailed deer,0,0,4,2023
LU1,LU1_44,2023-04-16T00:00:00Z,wolverine,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,black bear,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,caribou,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,cougar,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,coyote,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,fisher,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,grey wolf,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,lynx,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,moose,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,red fox,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,red squirrel,1,3,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,snowshoe hare,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,white-tailed deer,0,0,4,2023
LU1,LU1_44,2023-04-23T00:00:00Z,wolverine,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,black bear,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,caribou,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,cougar,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,coyote,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,fisher,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,grey wolf,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,lynx,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,moose,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,red fox,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,red squirrel,0,0,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,snowshoe hare,1,2,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,white-tailed deer,1,1,4,2023
LU1,LU1_44,2023-04-30T00:00:00Z,wolverine,0,0,4,2023
LU1,LU1_44,2023-05-07T00:00:00Z,black bear,0,0,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,caribou,0,0,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,cougar,0,0,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,coyote,0,0,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,fisher,0,0,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,grey wolf,0,0,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,lynx,0,0,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,moose,0,0,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,red fox,0,0,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,red squirrel,1,2,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,snowshoe hare,1,5,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,white-tailed deer,1,1,5,2023
LU1,LU1_44,2023-05-07T00:00:00Z,wolverine,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,black bear,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,caribou,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,cougar,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,coyote,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,fisher,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,grey wolf,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,lynx,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,moose,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,red fox,0,0,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,red squirrel,1,2,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,snowshoe hare,1,1,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,white-tailed deer,1,2,5,2023
LU1,LU1_44,2023-05-14T00:00:00Z,wolverine,0,0,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,black bear,0,0,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,caribou,0,0,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,cougar,0,0,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,coyote,0,0,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,fisher,1,1,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,grey wolf,0,0,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,lynx,0,0,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,moose,0,0,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,red fox,0,0,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,red squirrel,1,2,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,snowshoe hare,1,2,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,white-tailed deer,1,2,5,2023
LU1,LU1_44,2023-05-21T00:00:00Z,wolverine,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,black bear,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,caribou,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,cougar,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,coyote,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,fisher,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,grey wolf,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,lynx,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,moose,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,red fox,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,red squirrel,1,1,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,snowshoe hare,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,white-tailed deer,0,0,5,2023
LU1,LU1_44,2023-05-28T00:00:00Z,wolverine,0,0,5,2023
LU1,LU1_44,2023-06-04T00:00:00Z,black bear,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,caribou,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,cougar,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,coyote,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,fisher,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,grey wolf,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,lynx,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,moose,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,red fox,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,red squirrel,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,snowshoe hare,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,white-tailed deer,0,0,6,2023
LU1,LU1_44,2023-06-04T00:00:00Z,wolverine,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,black bear,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,caribou,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,cougar,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,coyote,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,fisher,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,grey wolf,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,lynx,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,moose,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,red fox,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,red squirrel,1,2,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,snowshoe hare,1,1,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,white-tailed deer,0,0,6,2023
LU1,LU1_44,2023-06-11T00:00:00Z,wolverine,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,black bear,1,1,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,caribou,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,cougar,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,coyote,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,fisher,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,grey wolf,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,lynx,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,moose,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,red fox,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,red squirrel,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,snowshoe hare,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,white-tailed deer,0,0,6,2023
LU1,LU1_44,2023-06-18T00:00:00Z,wolverine,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,black bear,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,caribou,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,cougar,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,coyote,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,fisher,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,grey wolf,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,lynx,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,moose,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,red fox,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,red squirrel,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,snowshoe hare,1,1,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,white-tailed deer,0,0,6,2023
LU1,LU1_44,2023-06-25T00:00:00Z,wolverine,0,0,6,2023
LU1,LU1_44,2023-07-02T00:00:00Z,black bear,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,caribou,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,cougar,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,coyote,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,fisher,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,grey wolf,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,lynx,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,moose,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,red fox,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,red squirrel,1,1,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,snowshoe hare,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,white-tailed deer,0,0,7,2023
LU1,LU1_44,2023-07-02T00:00:00Z,wolverine,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,black bear,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,caribou,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,cougar,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,coyote,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,fisher,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,grey wolf,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,lynx,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,moose,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,red fox,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,red squirrel,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,snowshoe hare,0,0,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,white-tailed deer,1,1,7,2023
LU1,LU1_44,2023-07-09T00:00:00Z,wolverine,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,black bear,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,caribou,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,cougar,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,coyote,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,fisher,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,grey wolf,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,lynx,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,moose,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,red fox,1,1,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,red squirrel,1,2,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,snowshoe hare,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,white-tailed deer,0,0,7,2023
LU1,LU1_44,2023-07-16T00:00:00Z,wolverine,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,black bear,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,caribou,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,cougar,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,coyote,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,fisher,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,grey wolf,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,lynx,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,moose,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,red fox,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,red squirrel,1,1,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,snowshoe hare,1,2,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,white-tailed deer,0,0,7,2023
LU1,LU1_44,2023-07-23T00:00:00Z,wolverine,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,black bear,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,caribou,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,cougar,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,coyote,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,fisher,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,grey wolf,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,lynx,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,moose,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,red fox,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,red squirrel,0,0,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,snowshoe hare,1,8,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,white-tailed deer,1,1,7,2023
LU1,LU1_44,2023-07-30T00:00:00Z,wolverine,0,0,7,2023
LU1,LU1_44,2023-08-06T00:00:00Z,black bear,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,caribou,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,cougar,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,coyote,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,fisher,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,grey wolf,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,lynx,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,moose,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,red fox,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,red squirrel,0,0,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,snowshoe hare,1,1,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,white-tailed deer,1,2,8,2023
LU1,LU1_44,2023-08-06T00:00:00Z,wolverine,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,black bear,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,caribou,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,cougar,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,coyote,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,fisher,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,grey wolf,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,lynx,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,moose,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,red fox,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,red squirrel,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,snowshoe hare,0,0,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,white-tailed deer,1,1,8,2023
LU1,LU1_44,2023-08-13T00:00:00Z,wolverine,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,black bear,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,caribou,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,cougar,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,coyote,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,fisher,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,grey wolf,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,lynx,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,moose,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,red fox,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,red squirrel,0,0,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,snowshoe hare,1,2,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,white-tailed deer,1,1,8,2023
LU1,LU1_44,2023-08-20T00:00:00Z,wolverine,0,0,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,black bear,1,1,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,caribou,0,0,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,cougar,0,0,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,coyote,0,0,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,fisher,1,1,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,grey wolf,0,0,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,lynx,0,0,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,moose,0,0,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,red fox,1,1,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,red squirrel,0,0,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,snowshoe hare,1,1,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,white-tailed deer,0,0,8,2023
LU1,LU1_44,2023-08-27T00:00:00Z,wolverine,0,0,8,2023
LU1,LU1_44,2023-09-03T00:00:00Z,black bear,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,caribou,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,cougar,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,coyote,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,fisher,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,grey wolf,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,lynx,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,moose,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,red fox,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,red squirrel,1,2,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,snowshoe hare,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,white-tailed deer,0,0,9,2023
LU1,LU1_44,2023-09-03T00:00:00Z,wolverine,0,0,9,2023
LU1,LU1_45,2022-06-19T00:00:00Z,black bear,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,caribou,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,cougar,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,coyote,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,fisher,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,grey wolf,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,lynx,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,moose,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,red fox,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,red squirrel,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,snowshoe hare,0,0,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,white-tailed deer,1,2,6,2022
LU1,LU1_45,2022-06-19T00:00:00Z,wolverine,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,black bear,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,caribou,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,cougar,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,coyote,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,fisher,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,grey wolf,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,lynx,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,moose,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,red fox,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,red squirrel,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,snowshoe hare,0,0,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,white-tailed deer,1,2,6,2022
LU1,LU1_45,2022-06-26T00:00:00Z,wolverine,0,0,6,2022
LU1,LU1_45,2022-07-03T00:00:00Z,black bear,1,1,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,caribou,0,0,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,cougar,0,0,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,coyote,0,0,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,fisher,0,0,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,grey wolf,0,0,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,lynx,1,2,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,moose,0,0,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,red fox,0,0,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,red squirrel,0,0,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,snowshoe hare,0,0,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,white-tailed deer,1,3,7,2022
LU1,LU1_45,2022-07-03T00:00:00Z,wolverine,0,0,7,2022
