array,site,buffer_dist,AIRP-RUNWAY,BORROWPIT-DRY,BORROWPIT-WET,BORROWPITS,CAMP-INDUSTRIAL,CAMPGROUND,CANAL,CLEARING-UNKNOWN,CONVENTIONAL-SEISMIC,COUNTRY-RESIDENCE,CROP,CULTIVATION_ABANDONED,DUGOUT,FACILITY-OTHER,FACILITY-UNKNOWN,GOLFCOURSE,GREENSPACE,GRVL-SAND-PIT,HARVEST-AREA-1940,HARVEST-AREA-1950,HARVEST-AREA-1960,HARVEST-AREA-1963,HARVEST-AREA-1970,HARVEST-AREA-1971,HARVEST-AREA-1972,HARVEST-AREA-1973,HARVEST-AREA-1975,HARVEST-AREA-1976,HARVEST-AREA-1977,HARVEST-AREA-1978,HARVEST-AREA-1979,HARVEST-AREA-1980,HARVEST-AREA-1982,HARVEST-AREA-1983,HARVEST-AREA-1984,HARVEST-AREA-1985,HARVEST-AREA-1986,HARVEST-AREA-1987,HARVEST-AREA-1988,HARVEST-AREA-1989,HARVEST-AREA-1990,HARVEST-AREA-1991,HARVEST-AREA-1992,HARVEST-AREA-1993,HARVEST-AREA-1994,HARVEST-AREA-1995,HARVEST-AREA-1996,HARVEST-AREA-1997,HARVEST-AREA-1998,HARVEST-AREA-1999,HARVEST-AREA-2000,HARVEST-AREA-2001,HARVEST-AREA-2002,HARVEST-AREA-2003,HARVEST-AREA-2004,HARVEST-AREA-2005,HARVEST-AREA-2006,HARVEST-AREA-2007,HARVEST-AREA-2008,HARVEST-AREA-2009,HARVEST-AREA-2010,HARVEST-AREA-2011,HARVEST-AREA-2012,HARVEST-AREA-2013,HARVEST-AREA-2014,HARVEST-AREA-2015,HARVEST-AREA-2016,HARVEST-AREA-2017,HARVEST-AREA-2018,HARVEST-AREA-2019,HARVEST-AREA-2020,HARVEST-AREA-2021,HARVEST-AREA-2022,HARVEST-AREA-2023,HARVEST-AREA-WHITE-ZONE-1990,HARVEST-AREA-WHITE-ZONE-1994,HARVEST-AREA-WHITE-ZONE-1996,HARVEST-AREA-WHITE-ZONE-1997,HARVEST-AREA-WHITE-ZONE-2002,HARVEST-AREA-WHITE-ZONE-2004,LAGOON,LANDFILL,LOW-IMPACT-SEISMIC,MINES-OILSANDS,MINES-PITLAKE,MISC-OIL-GAS-FACILITY,OIL-GAS-PLANT,OPEN-PIT-MINE,OTHER-LINEAR-FEATURES,PIPELINE,RECREATION,RESERVOIR,RESIDENCE_CLEARING,RIS-BORROWPITS,RIS-CAMP-INDUSTRIAL,RIS-CLEARING-UNKNOWN,RIS-DRAINAGE,RIS-FACILITY-OPERATIONS,RIS-FACILITY-UNKNOWN,RIS-MINES-OILSANDS,RIS-OILSANDS-RMS,RIS-OVERBURDEN-DUMP,RIS-PLANT,RIS-RECLAIM-READY,RIS-RECLAIMED-PERMANENT,RIS-RECLAIMED-TEMP,RIS-ROAD,RIS-SOIL-REPLACED,RIS-SOIL-SALVAGED,RIS-TAILING-POND,RIS-TRANSMISSION-LINE,RIS-UTILITIES,RIS-WASTE,RIS-WINDROW,RLWY-SGL-TRACK,RLWY-SPUR,ROAD-GRAVEL-1L,ROAD-GRAVEL-2L,ROAD-PAVED-1L,ROAD-PAVED-2L,ROAD-PAVED-DIV,ROAD-PAVED-UNDIV-1L,ROAD-PAVED-UNDIV-2L,ROAD-UNCLASSIFIED,ROAD-UNIMPROVED,ROAD-UNPAVED-2L,ROAD-VEGETATED,ROAD-VEGETATED-OSE,ROAD-WINTER,ROUGH_PASTURE,RUNWAY,RURAL-RESIDENCE,SUMP,SURROUNDING-VEG,TAILING-POND,TAME_PASTURE,TRANSFER_STATION,TRANSMISSION-LINE,TRUCK-TRAIL,URBAN-INDUSTRIAL,URBAN-RESIDENCE,VEGETATED-EDGE-RAILWAYS,VEGETATED-EDGE-ROADS,WELL-ABAND,WELL-CASED,WELL-CLEARED-NOT-DRILLED,WELL-GAS,WELL-OIL,WELL-OTHER,WOODY-VEGETATION-REMOVAL
LU16,LU16_70,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1907019372544513,0,0,0,0,0,0,0,0,0.0028708384252844723,0,0,0,0,0,0,0.028606639698599244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017342620024490608,0,0,0,0,0,0
LU16,LU16_70,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904628923828012,0,0,0,0,0,0,0,0,0.001680475267665879,0,0,0,0,0,0,0.040937585109477696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8630026318327986e-4,0,0,0,0,0,0,0,0,0,0,0.001509226871465943,0,0,0,0,0.0026919389628783717,0,0,0,0,0,0
LU16,LU16_70,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05108557448695004,0,0,0,0,0,0,0,0,0.001229713548029746,0,0,0,0,0,0,0.034729126213654996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.015309582362393e-6,0,0,4.331779774232993e-4,0,0,0,0,0,0,0,0,0,0,0.002141423720570058,0,0,0,0,0.0021622680759918736,0,0,0,0,0,0
LU16,LU16_70,1250,0,2.816794190168623e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062488615470979454,0,0,0,0,0,0,0,0,9.64394138108722e-4,0,0,0,0,0,1.777511047113558e-4,0.029710810602389615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010731369956995455,0,1.3220975944724475e-4,7.286896161066218e-4,0.0026749600495185734,0,0,0,0,0,0,0,0,0,0.0027474264785727633,0,0,0,0,0.0026746123173432943,0,0,0,0,0,0
LU16,LU16_70,1500,0,1.9561070765057508e-4,0,0,0,0,0,0.0010004967054361756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07189669525633939,0,0,0,0,0,0,0,0,7.96113316050228e-4,0,0,0,0,0,3.937242472207755e-4,0.02609616670643713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.452340247912606e-4,0,1.974368673885916e-4,6.99775014552801e-4,0.0029847546596458194,0,0,0,0,0,0,0,0,0,0.003331067667669391,0,0,0,0,0.002271447514970563,0,0,0,0,0,0
LU16,LU16_70,1750,0,1.437139892943245e-4,0,0,0,0,0,9.387240463332347e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.664926879547313e-5,0.078778532808827,0,0,0,0,0,0,0,0,6.700201845863214e-4,0,0,0,0,0,5.469314111589932e-4,0.023337434834993263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.475188753569377e-4,0,2.8845918419573806e-4,7.320773148675267e-4,0.002870095027214488,0,0,0,0,0,0,0,0,0,0.0037316260200803524,0,0,0,0,0.0021168221323299504,0,0,0,0,0,0
LU16,LU16_70,2000,0,1.1003102305345227e-4,0,0,0,0,0,7.187105979737854e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002967074131757524,0.09551136040384546,0,0,0,0,0,0,0,0,6.660624045188798e-4,0,0,0,0,0,5.934387072505854e-4,0.021012475377270176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.679005424673822e-4,0,4.965202722127147e-4,8.500259810079856e-4,0.002691634467441542,0,0,0,0,0,0,0,0,0,0.004069681210331737,0,0,0,0,0.002191779702969896,0,0,0,0,0,0
LU16,LU16_70,2250,0,8.693809228914008e-5,0,0,0,0,0,9.072881385205224e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01049344631163212,0.11389025663970724,0,0,0,0,0,0,0,0,6.137138978103469e-4,0,0,0,0,0,5.631112969904511e-4,0.01897043407678401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017343203090725051,0,6.524498808155046e-4,8.435214845774541e-4,0.0024940899999134083,0,0,0,0,0,0,0,0,0,0.0037052396666892528,0,0,0,0,0.0021773466812013164,0,0,0,0,0,0
LU16,LU16_70,2500,0,7.041985475420064e-5,0,0,0,0,0,9.215982678445011e-4,0,0,0,0,0,0,6.72838028051341e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020069731458961498,0.11688382513950883,0,0,0,0,0,0,0,0,5.75362110065824e-4,0,0,0,0,0,4.943348079715558e-4,0.01721893647679751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015265041913924632,0,7.837066457725899e-4,0.0010350190107572392,0.002307115215190844,0,0,0,0,0,0,0,0,0,0.0038443824536999183,0,0,0,0,0.002356661408488019,0,0,0,0,0,0
LU16,LU16_70,2750,0,5.8198227069595224e-5,0,0,0,0,0,8.714248352149403e-4,0,0,0,0,0,0,5.5606448599291946e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02658447330871669,0.10996767117259054,0,0,0,0,0,0,0,0,4.917029245886888e-4,0,0,0,0,0,4.3503922028251263e-4,0.01591503909065733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012615737118947695,0,7.948781484514385e-4,0.0011396080825372987,0.0021393121937044934,0,0,0,0,0,0,0,0,0,0.00405417978453984,0,0,0,0,0.002486779566829282,0,0,0,0,0,0
LU16,LU16_70,3000,0,4.890267691264167e-5,0,0,0,0,0,7.322389240347115e-4,0,0,0,0,0,0,4.672486305912313e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034220986701618446,0.09746400378210295,0,0,0,0,0,0,0,0,4.4370068773050194e-4,0,0,0,0,0,4.108789503020056e-4,0.01475164925917424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010600723551337057,0,7.261528067840561e-4,0.0011300084677612547,0.0019895304210379256,0,0,0,0,0,0,0,0,0,0.0036375544430870695,0,0,0,0,0.0025708979687217295,0,0,0,0,0,0
LU16,LU16_70,3250,0,4.16685531089997e-5,0,4.380560763238177e-5,0,0,0,8.031734777877905e-4,0,0,0,0,0,0,3.981290106813169e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04490832101252789,0.08921851816688303,0,0,0,0,0,0,0,0,4.0455633493430136e-4,0,0,0,0,0,4.8443345203595076e-4,0.013686669185423033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011624887388958162,0,6.581060184407482e-4,0.0010800292753916278,0.001856778422277793,0,0,0,0,0,0,0,0,0,0.0034774421889666664,0,0,0,0,0.0025971438981965567,0,0,0,0,0,0
LU16,LU16_70,3500,0,3.5928497323574614e-5,0,9.965166263710868e-5,0,0,0,6.925322333986241e-4,0,0,0,0,0,4.588629860892424e-5,3.43284708189487e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049518106118886865,0.08371692896222553,0,0,0,0,0,0,0,0,3.6606273951584885e-4,0,0,0,0,0,4.654350421159768e-4,0.012777355747023263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013209030012494797,0,5.94681701435058e-4,0.0011690356784872563,0.0017431700883914936,0,0,0,0,0,0,0,0,0,0.0031887121676056223,0,0,0,0,0.002603744699471679,0,0,0,0,0,0
LU16,LU16_70,3750,0,3.1297713224092215e-5,0,8.680767056388287e-5,0,0,0,6.692780903044217e-4,0,0,0,0,0,4.425011109353362e-5,2.9903912357840286e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048721831582494775,0.07866249340069206,0,0,0,0,0,0,0,0,4.27904578479571e-4,0,0,0,0,0,4.5239754442174255e-4,0.011987537055501504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012111434168183522,0,5.216028003169353e-4,0.0011832571553752546,0.0016776116584785008,0,0,0,0,0,0,0,0,0,0.00290830933702987,0,0,0,0,0.0026098344077194256,0,0,0,0,0,0
LU16,LU16_70,4000,0,2.7507755763361906e-5,0,7.629580420653658e-5,0,0,0,7.086051324280162e-4,0,0,0,0,0,3.889169920330048e-5,2.6282735470757684e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.390349705399949e-5,0,0,0,0,0,0,0,0.04824649017299142,0.07371406298797294,0,0,0,0,0,0,0,0,4.398700403742869e-4,0,0,0,0,0,4.779824349869165e-4,0.011295304749102505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001115262286939971,0,5.155070605097268e-4,0.0012346690631308156,0.0015791368309733356,0,0,0,0,0,0,0,0,0,0.0026734366969908083,0,0,0,0,0.0024618219751882525,0,0,0,0,0,0
LU16,LU16_70,4250,0,2.43667317488607e-5,0,6.758382656357657e-5,0,0,0,6.88471307180827e-4,0,0,0,0,0,3.445077853302787e-5,2.3281592666138608e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010942169335511538,0,0,0,0,0,0,0,0.04670725819585884,0.0678445104687452,0,0,0,0,0,0,0,0,4.5592143444839883e-4,0,0,0,0,0,5.712764877396153e-4,0.010669275230414856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010229384874992182,0,4.566429324930513e-4,0.0012220187280844459,0.0014961218236507392,0,0,0,0,0,0,0,0,0,0.0024941391359246637,0,0,0,0,0.002382853618049353,0,0,0,0,0,0
LU16,LU16_70,4500,0,2.1734523072286852e-5,0,6.028310455825363e-5,0,0,0,6.140994067137795e-4,0,0,0,0,0,3.0729243814954734e-5,2.0766605804056317e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032075632650350274,0,0,0,0,0,0,0,0.046336506302951164,0.06235777970741893,0,0,0,0,0,0,0,0,4.527409264120449e-4,0,0,0,0,0,6.931798124129523e-4,0.01010314883234673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2135975803832233e-5,0,0,0,0,0,0,0,9.37099203222225e-4,0,4.1416680978421916e-4,0.0011801394284755608,0.0014531715387452633,0,1.9853525384986608e-4,0,0,0,0,0,0,0,0.002442008361035049,0,0,0,0,0.0022653125613598026,0,0,0,0,0,0
LU16,LU16_70,4750,0,1.9506884973464938e-5,0,5.410450381405514e-5,0,0,0,5.732317488641187e-4,0,0,0,0,0,2.7579709130319106e-5,1.8638172522199868e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006020649225908001,0,0,0,0,0,0,0,0.044989823382774206,0.06155813465005374,0,0,0,0,0,0,0,0,4.1607064001607447e-4,0,0,9.737032091172302e-7,0,0,7.353054152176004e-4,0.009639106296802976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4202581604289104e-4,0,0,0,0,0,0,0,8.63800017142106e-4,0,3.806163800646967e-4,0.0011492435953366022,0.001377488371999196,0,2.9172295745526206e-4,0,0,0,0,0,0,0,0.0022896788066653112,0,0,0,0,0.0021750579520127267,0,0,0,0,0,0
LU16,LU16_70,5000,0,1.7604963688551555e-5,0,4.882931469218323e-5,0,0,0,6.045893634100835e-4,0,0,0,0,0,2.4890687490112213e-5,1.6820950701284856e-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009735782163555397,0,0,0,0,0,0,0,0.043666207531407646,0.058677368921390013,0,0,0,0,0,0,0,0,3.768557472063552e-4,0,0,1.0064628215356184e-4,0,0,7.80388012193635e-4,0.009264108314074912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.95617749588434e-4,0,0,0,0,0,0,0,7.795795154707262e-4,0,3.43506283008378e-4,0.0011870275488742707,0.0013094063601823628,0,2.6327996910336575e-4,0,0,0,0,0,0,0,0.002201220365083122,0,0,0,0,0.0021137104432702534,0,0,0,0,0,0
LU16,LU16_70,10000,0,5.3914282094916246e-5,0,1.8782042591487544e-5,2.3344067391109095e-4,7.659367896736481e-6,0,4.194672553938853e-4,7.0406237720018205e-6,0,0,0,0,5.4900941640214546e-5,1.7359519561570563e-5,0,0,0.0015598319726991175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002648287990793433,0.0030506982369737346,0,0,0,0,0,0.0010997994466665517,0,0,0,0,0,0,0,0,0,0.005714949433799403,0,0.0016849494729244859,0,0,0,0,0.004344957886284635,0.019197782201246124,0.016815294764759705,0,0,0,0,0,0,0,0,4.904282827718497e-4,0,0,2.971764600930635e-5,0,0,8.975868472632463e-4,0.004782463371722138,0,0,0,0,0,1.0393418169208987e-5,0,3.405322311400894e-5,8.687571708703218e-6,0,0,0,0,0,0,5.277612182149466e-5,0,0,0,0,0,0,0,0,0,0,4.7762010641713763e-4,1.084037936931504e-4,0,0,0,0,0,0,4.53193712628705e-4,0,2.725371408353635e-4,0.00106645127176053,0.0011549295370280118,0,6.581999227584374e-5,0,0,0,0,0,0,1.8776539588920196e-4,0.001129679345436328,0,0,0,0.0011054442743895537,0.0021101385397253925,0,1.590657660026483e-5,0,0,0,0
LU16,LU16_71,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16,LU16_71,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LU16,LU16_71,200,0,0,0,0,0,0,0,0.0012255625612845316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014339043644972435,2.705637352967175e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007307255447052346,0,0,0,0,0,0
LU16,LU16_71,250,0,0,0,0,0,0,0,0.025678324305976136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.955031336734068e-4,0.002283573071032416,0.01487675183586106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004676643486118262,0,0,0,0,0,0
LU16,LU16_71,300,0,0,0,0,0,0,0,0.029883540418068177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02660392227978955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001555505636598949,0,0.0024865205170381778,0.0015858146326606878,0.015720807652785045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003247669087580668,0,0,0,0,0,0
LU16,LU16_71,400,0,0,0,0,0,0,0,0.017967764949336586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054532779858765576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00329659442278039,0,0.001998679624119704,8.9202073087106e-4,0.013829738263619756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018268138617629443,0,0,0,0,0,0
LU16,LU16_71,500,0,0,0,0,0,0,0,0.011499369567580324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05490541989343473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006055121814185511,0,0.001581768253868711,5.708932677577221e-4,0.011805967025871894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011691608715287834,0,0,0,0,0,0
LU16,LU16_71,750,0,0,0,0,0,0,0,0.0051108309189233396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004172597155692363,0.005280531720491802,0,0,0,0,0,0,0,0,0.001936364813309048,0,0,0,0,0,0,0.044225780080422446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0029809360991643542,0,0.0010117839010455832,2.5373034122559224e-4,0.008297860428585727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010293461461001242,0,0,0,0,0,0
LU16,LU16_71,1000,0,0,0,0,0,0,0,0.002874842391894907,0,0,0,0,0,0,3.196924112594878e-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042958259408743454,0.022748316781662007,0,0,0,0,0,0,0,0,0.0017938463381048115,0,0,0,0,0,0,0.035392420201956834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016767765557802576,0,7.937192283697044e-4,1.8641529941822437e-4,0.006319444128255117,0,0,0,0,0,0,0,0,0,3.9196729084851927e-4,0,0,0,0,0.002488894765210997,0,0,0,0,0,0
