array,site,long,lat,easting_12n,northing_12n,start_date,end_date,camera_failure_details,deployment_id,array_visit
LU1,LU1_64,-110.31862000000001,54.69595000000001,543915.5147019767,6061171.0032300865,2022-06-16,2023-09-09,NA,NA,LU1_2022
LU1,LU1_86,-110.34254,54.73745,542330.617004722,6065774.063896275,2022-06-16,2023-07-27,NA,NA,LU1_2022
LU1,LU1_79,-110.33426000000001,54.703970000000005,542899.0558042112,6062053.725407843,2022-06-16,2023-09-09,NA,NA,LU1_2022
LU1,LU1_63,-110.38139,54.69512000000001,539870.8038651495,6061041.19200159,2022-06-16,2022-12-05,NA,NA,LU1_2022
LU1,LU1_72,-110.41977,54.65901,537430.3559633855,6057002.070236914,2022-06-16,2022-09-22,NA,NA,LU1_2022
LU1,LU1_67,-110.55328,54.75274,528751.385144662,6067368.674344985,2022-06-16,2023-09-09,NA,NA,LU1_2022
LU1,LU1_77,-110.53466000000002,54.700920000000004,529988.0140915285,6061610.310552047,2022-06-16,2022-09-22,NA,NA,LU1_2022
LU1,LU1_32,-110.54806,54.74266,529094.5727078938,6066249.192262178,2022-06-16,2023-09-09,NA,NA,LU1_2022
LU1,LU1_36,-110.53842999999999,54.72431000000001,529727.9499859876,6064211.370486616,2022-06-16,2023-09-09,NA,NA,LU1_2022
LU1,LU1_84,-110.50404,54.72892000000001,531939.2348060943,6064739.446890527,2022-06-16,2023-09-09,NA,NA,LU1_2022
LU1,LU1_25,-110.549,54.692400000000006,529069.9948021881,6060656.239644214,2022-06-17,2023-09-09,NA,NA,LU1_2022
LU1,LU1_83,-110.54852000000001,54.73326,529071.6893751898,6065203.035231719,2022-06-17,2023-09-09,NA,NA,LU1_2022
LU1,LU1_80,-110.54085,54.712540000000004,529580.6559765858,6062900.669334268,2022-06-17,2023-09-09,NA,NA,LU1_2022
LU1,LU1_70,-110.56893,54.60699,527843.7001830979,6051144.471224809,2022-06-17,2023-04-11,NA,NA,LU1_2022
LU1,LU1_48,-110.40762000000002,54.60776,538262.2182523218,6051306.011127127,2022-06-17,2023-09-09,NA,NA,LU1_2022
LU1,LU1_45,-110.37065,54.59816000000001,540659.6693352675,6050258.579091811,2022-06-17,2023-09-09,NA,NA,LU1_2022
LU1,LU1_11,-110.48226000000001,54.588892,533456.6812036387,6049168.492295013,2022-06-17,2023-09-09,NA,NA,LU1_2022
LU1,LU1_40,-110.57063,54.581759999999996,527751.0422112439,6048336.444604886,2022-06-17,2023-08-24,NA,NA,LU1_2022
LU1,LU1_6,-110.60829,54.56253000000001,525328.9342540767,6046182.504395512,2022-06-17,2023-09-10,NA,NA,LU1_2022
LU1,LU1_10,-110.60129,54.58592,525766.8107989627,6048787.659593273,2022-06-17,2022-12-05,NA,NA,LU1_2022
LU1,LU1_43,-110.51104000000001,54.608610000000006,531581.652536649,6051349.203132933,2022-06-18,2023-09-09,NA,NA,LU1_2022
LU1,LU1_71,-110.50837999999999,54.63866,531730.0655292924,6054694.0864779595,2022-06-18,2023-09-09,NA,NA,LU1_2022
LU1,LU1_22,-110.48788,54.65007,533043.9067839758,6055973.139892376,2022-06-18,2023-09-09,NA,NA,LU1_2022
LU1,LU1_60,-110.50311,54.690430000000006,532029.4430693227,6060457.00132527,2022-06-18,2023-09-09,NA,NA,LU1_2022
LU1,LU1_78,-110.37037999999998,54.69755000000001,540577.9887446966,6061317.889308336,2022-06-18,2023-09-09,NA,NA,LU1_2022
LU1,LU1_46,-110.51263,54.616679999999995,531472.7289227777,6052246.442997281,2022-06-18,2023-09-09,NA,NA,LU1_2022
LU1,LU1_82,-110.08388,54.703959000000005,559032.7028347463,6062234.287410351,2022-06-15,2023-09-10,NA,NA,LU1_2022
LU1,LU1_27,-110.7394,54.69098,516798.0541118343,6060436.038469366,2022-06-14,2023-09-10,NA,NA,LU1_2022
LU9,LU9_5,-113.69829999999999,55.90594,331327.57922979794,6198901.1150807375,2023-09-15,2024-09-09,NA,NA,LU9_2023
LU9,LU9_6,-113.66641,55.9047,333315.18485922605,6198685.843458697,2023-09-15,2024-09-09,NA,NA,LU9_2023
LU9,LU9_7,-113.66419,55.920350000000006,333521.0227930289,6200421.5729281325,2023-09-16,2024-09-10,NA,NA,LU9_2023
LU9,LU9_8,-113.64587999999999,55.915510000000005,334644.2587813516,6199839.181603092,2023-09-15,2024-09-09,NA,NA,LU9_2023
LU9,LU9_100,-113.39996000000001,56.09786,350714.6576276187,6219566.873118631,2023-09-13,2024-09-09,NA,NA,LU9_2023
LU9,LU9_102,-113.78246,56.10159,326945.22902590287,6220875.295462604,2023-09-14,2024-09-10,NA,NA,LU9_2023
LU9,LU9_106,-113.39658,56.111239999999995,350976.5755666171,6221048.257183494,2023-09-13,2024-09-09,NA,NA,LU9_2023
LU9,LU9_112,-113.29684,56.13584,357268.44215331704,6223574.450870412,2023-09-13,2024-09-09,NA,NA,LU9_2023
LU9,LU9_113,-113.26157,56.127810000000004,359430.4780364692,6222608.556760681,2023-09-13,2024-09-09,Low battery indicated but operational,NA,LU9_2023
LU9,LU9_12,-113.67605999999999,55.92810000000001,332812.8741536753,6201312.409244694,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_13,-113.48714000000001,55.93485999999999,344639.8674818643,6201623.802879752,2023-09-15,2024-09-09,NA,NA,LU9_2023
LU9,LU9_18,-113.68761,55.938930000000006,332138.33522591693,6202545.242170981,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_21,-113.71101000000002,55.95747999999999,330758.1950499629,6204665.996144182,2023-09-16,2024-09-10,NA,NA,LU9_2023
LU9,LU9_24,-113.71067000000001,55.97636,330861.8257737261,6206765.567000931,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_28,-113.76594,55.98741999999999,327463.39584631304,6208132.645181491,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_29,-113.73471,55.97969,329376.8878967967,6207195.134082885,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_30,-113.70862000000001,55.99221000000001,331058.85159898724,6208523.871254768,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_31,-113.68732999999999,55.9869,332363.393755305,6207881.268975285,2023-09-16,2024-09-10,NA,NA,LU9_2023
LU9,LU9_32,-113.66646999999999,55.98812,333669.53478559427,6207966.57928773,2023-09-16,2024-09-10,NA,NA,LU9_2023
LU9,LU9_33,-113.64686,55.98747999999999,334889.7223174517,6207848.340957581,2023-09-16,2024-09-10,NA,NA,LU9_2023
LU9,LU9_39,-113.44392000000002,55.98985,347555.391323958,6207645.648735001,2023-09-14,2024-09-09,NA,NA,LU9_2023
LU9,LU9_41,-113.76165000000002,56.00175,327794.6728658419,6209716.135101121,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_44,-113.47067,56.00827,345960.4976724539,6209754.374393638,2023-09-15,2024-09-09,NA,NA,LU9_2023
LU9,LU9_51,-113.36845,56.02089,352380.3999475783,6210935.272271564,2023-09-14,2024-09-09,Low battery indicated upon retreival but operational. Camera stopped taking photos after September 9th,NA,LU9_2023
LU9,LU9_55,-113.49660000000002,56.023720000000004,344406.3613614314,6211531.436157736,2023-09-16,2024-09-09,NA,NA,LU9_2023
LU9,LU9_57,-113.4364,56.02872000000001,348176.9287784307,6211953.749174683,2023-09-16,2024-09-09,NA,NA,LU9_2023
LU9,LU9_62,-113.76742000000002,56.035720000000005,327586.4627194472,6213509.6608081795,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_63,-113.73437,56.0298,329618.8383983696,6212769.026657029,2023-09-16,2024-09-10,NA,NA,LU9_2023
LU9,LU9_64,-113.72797,56.0397,330061.0397036609,6213854.63437843,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_65,-113.54919000000001,56.041869999999996,341204.2003029699,6213670.469296013,2023-09-16,2024-09-09,NA,NA,LU9_2023
LU9,LU9_67,-113.40793000000001,56.03918,349991.21661229973,6213055.31762657,2023-09-16,2024-09-09,NA,NA,LU9_2023
LU9,LU9_68,-113.36591,56.04655,352636.508521109,6213784.836598418,2023-09-14,2024-09-09,NA,NA,LU9_2023
LU9,LU9_72,-113.72662000000001,56.05514,330212.97154011164,6215569.024305202,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_73,-113.5569,56.05505,340778.3615119045,6215154.588018821,2023-09-16,2024-09-09,NA,NA,LU9_2023
LU9,LU9_75,-113.48314,56.05522,345371.0790777862,6215005.844584988,2023-09-14,2024-09-09,NA,NA,LU9_2023
LU9,LU9_76,-113.45915000000001,56.06062,346886.03193488123,6215553.176051333,2023-09-16,2024-09-09,NA,NA,LU9_2023
LU9,LU9_77,-113.42562000000001,56.057039999999994,348959.2384986668,6215081.003191185,2023-09-14,2024-09-09,NA,NA,LU9_2023
LU9,LU9_79,-113.76394,56.06759,327945.1989504297,6217046.498732634,2023-09-14,2024-09-10,NA,NA,LU9_2023
LU9,LU9_80,-113.73965000000001,56.06609,329450.185739927,6216819.340822431,2023-09-15,2024-09-10,NA,NA,LU9_2023
LU9,LU9_81,-113.52341,56.06139,342889.10768446105,6215783.230241707,2023-09-16,2024-02-09,"Retrived in field Sept 9. ""Error Replace SD"" upon retreival. Camera stopped taking photos after 09-Feb-2024 19:03:17",NA,LU9_2023
LU9,LU9_82,-113.47720000000001,56.068020000000004,345791.9996807646,6216416.675019162,2023-09-14,2024-09-09,NA,NA,LU9_2023
LU9,LU9_85,-113.77494,56.07789,327306.73636358336,6218219.842301777,2023-09-14,2024-09-10,NA,NA,LU9_2023
LU9,LU9_86,-113.52008,56.08713,343200.9717199162,6218639.439381805,2023-09-14,2024-09-09,NA,NA,LU9_2023
LU9,LU9_87,-113.44093000000001,56.07875000000001,348091.54901683994,6217530.068752799,2023-09-14,2024-09-09,NA,NA,LU9_2023
LU9,LU9_90,-113.33806999999999,56.09386,354548.51799951924,6218989.65439079,2023-09-13,2024-09-09,NA,NA,LU9_2023
LU9,LU9_93,-113.78277999999999,56.087939999999996,326864.0711750712,6219357.543220903,2023-09-16,2024-09-10,NA,NA,LU9_2023
LU9,LU9_94,-113.76354,56.09827000000001,328106.8120697979,6220458.650601982,2023-09-14,2024-09-10,NA,NA,LU9_2023
LU9,LU9_96,-113.50814,56.10025,343996.7647285445,6220072.090293532,2023-09-14,2024-09-09,NA,NA,LU9_2023
LU9,LU9_98,-113.47141,56.09850000000001,346273.81137041794,6219794.952977927,2023-09-14,2024-09-09,NA,NA,LU9_2023
LU9,LU9_27,-113.36397,55.969370000000005,352463.39553669083,6205193.500822302,2023-09-15,2024-09-09,NA,NA,LU9_2023
LU14,LU14_3,-112.30953,56.94589,420336.21882470045,6312125.769456703,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_7,-112.41011000000002,56.9571,414243.7738258533,6313495.178990953,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_8,-112.38725000000001,56.95589,415631.1661896453,6313332.052127257,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_9,-112.36072999999999,56.95599,417244.13928227354,6313310.7568694,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_100,-112.32694,57.21349,419856.3233502198,6341931.293747484,2023-09-26,2024-09-26,NA,NA,LU14_2023
LU14,LU14_102,-112.24976000000001,57.212180000000004,424514.8027022622,6341697.3515789015,2023-09-26,2024-09-26,NA,NA,LU14_2023
LU14,LU14_105,-112.42336,57.226420000000005,414063.35302271094,6343487.984663296,2023-09-26,2024-09-26,NA,NA,LU14_2023
LU14,LU14_110,-112.55233999999999,57.24136,406314.71765268134,6345320.896703065,2023-09-26,2024-09-27,NA,NA,LU14_2023
LU14,LU14_114,-112.3881,57.23443,416210.1987792412,6344335.62362766,2023-09-26,2024-09-26,NA,NA,LU14_2023
LU14,LU14_115,-112.3089,57.237610000000004,420997.39010993845,6344594.955181667,2023-09-26,2024-09-26,NA,NA,LU14_2023
LU14,LU14_120,-112.59342000000001,57.27318,403918.62523982994,6348919.772431652,2023-09-26,2024-09-27,NA,NA,LU14_2023
LU14,LU14_121,-112.5294,57.26169,407749.8451524951,6347552.379374946,2023-09-26,2024-09-27,NA,NA,LU14_2023
LU14,LU14_131,-112.27244999999999,57.28914,423304.45476634015,6350289.010309863,2023-09-26,2024-09-26,the black reconyx data bars on the top and bottom of each image glitched after image 534 but info still populated in timelapse,NA,LU14_2023
LU14,LU14_135,-112.36021000000001,57.32076,418085.54469904024,6353910.823777473,2023-09-26,2024-09-26,NA,NA,LU14_2023
LU14,LU14_16,-112.29803,56.959219999999995,421063.93906738283,6313596.093109183,2023-10-03,2024-09-27,NA,NA,LU14_2023
LU14,LU14_17,-112.19186,56.96855000000001,427538.0888221619,6314516.955820921,2023-10-03,2024-09-26,NA,NA,LU14_2023
LU14,LU14_19,-112.45065000000001,56.98159,411836.40365610167,6316272.524921992,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_20,-112.43520000000001,56.97155,412751.826859002,6315135.234977585,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_250,-112.16242,57.020590000000006,429426.42603792564,6320278.484541901,2023-10-02,2024-09-26,NA,NA,LU14_2023
LU14,LU14_30,-112.49358000000001,57.011739999999996,409300.9363864574,6319684.43367259,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_31,-112.47708,57.00264,410280.9187900837,6318649.809394082,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_33,-112.33829999999999,57.00923,418724.2495313491,6319209.576564437,2023-10-03,2024-09-27,NA,NA,LU14_2023
LU14,LU14_37,-112.10431,57.01992,432953.04854866746,6320145.36173619,2023-10-02,2024-09-26,NA,NA,LU14_2023
LU14,LU14_47,-112.55693,57.03347,405509.469917243,6322188.872381493,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_48,-112.53831,57.031310000000005,406633.99521472526,6321922.852359931,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_49,-112.51659000000001,57.02781,407943.48739405646,6321503.813706188,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_51,-112.43441000000001,57.03178,412940.63235834654,6321837.896992686,2023-10-03,2024-09-27,NA,NA,LU14_2023
LU14,LU14_54,-112.59723000000001,57.04813000000001,403102.0806370251,6323876.9979516715,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_56,-112.44809000000001,57.066,412191.2109344503,6325664.165930759,2023-10-03,2024-09-27,NA,NA,LU14_2023
LU14,LU14_57,-112.31251,57.04958,420376.7059290082,6323670.2989174295,2023-10-03,NA,Un retrievable due to flooding,NA,LU14_2023
LU14,LU14_61,-112.60669999999999,57.056,402548.2502697878,6324766.397424504,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_62,-112.13074999999999,57.06214000000001,431425.6851036093,6324871.019883973,2023-10-02,2024-09-26,Field datasheet incorrectly states Oct 3 as start date,NA,LU14_2023
LU14,LU14_63,-112.60155,57.07264,402904.04106148647,6326611.067908779,2023-09-30,2024-09-30,NA,NA,LU14_2023
LU14,LU14_66,-112.60819,57.085910000000005,402536.3333226355,6328097.469171536,2023-09-30,2024-02-10,"Retrieved in field Sept 30. ""Error Replace SD"" message upon retreival. Camera stops capturing images after Feb 10th",NA,LU14_2023
LU14,LU14_70,-112.17182,57.0854,428979.5863553371,6327502.029904097,2023-10-02,2024-04-04,"Retrieved in field Sept  26. ""Error Replace SD"" message upon retreival. Camera stops capturing images after April 4th",NA,LU14_2023
LU14,LU14_71,-112.35362,57.099720000000005,417993.64808687,6329299.776270689,2023-10-03,2024-09-27,NA,NA,LU14_2023
LU14,LU14_72,-112.30749,57.099850000000004,420788.41671731626,6329259.748961244,2023-10-02,2024-09-27,NA,NA,LU14_2023
LU14,LU14_74,-112.29683,57.112590000000004,421461.140151398,6330665.45700316,2023-10-02,2024-09-27,NA,NA,LU14_2023
LU14,LU14_76,-112.31454000000001,57.133900000000004,420434.3718317401,6333057.904554643,2023-10-02,2024-09-27,NA,NA,LU14_2023
LU14,LU14_78,-112.39216,57.14869,415770.21368976025,6334797.315912318,2023-10-03,2024-09-27,NA,NA,LU14_2023
LU14,LU14_80,-112.14778,57.15258,430562.312907953,6334954.96085588,2023-10-02,2024-09-26,NA,NA,LU14_2023
LU14,LU14_84,-112.20978,57.163850000000004,426833.9554086697,6336274.237214656,2023-10-02,2024-08-06,"Retrieved in field Sept 26. ""Error Replace SD"" message upon retrieval. Camera stops capturing images after August 6th",NA,LU14_2023
LU14,LU14_85,-112.5036,57.17165,409084.7367175521,6337495.973138275,2023-10-03,2024-09-27,NA,NA,LU14_2023
LU14,LU14_86,-112.28728000000001,57.169940000000004,422159.9619625439,6337037.920845731,2023-09-26,2024-09-26,NA,NA,LU14_2023
LU14,LU14_88,-112.46383,57.191720000000004,411537.18728729326,6339677.503117145,2023-10-03,2024-09-27,NA,NA,LU14_2023
LU14,LU14_91,-112.12025,57.188190000000006,432292.8473643552,6338891.000647993,2023-09-26,2024-09-26,NA,NA,LU14_2023
LU14,LU14_92,-112.49829000000001,57.19552000000001,409464.17740180704,6340145.705398979,2023-09-26,2024-09-27,NA,NA,LU14_2023
LU14,LU14_96,-112.2138,57.19223000000001,426647.0918803796,6339437.485481922,2023-09-26,2024-09-26,NA,NA,LU14_2023
LU14,LU14_97,-112.54814,57.21857000000001,406510.52130139514,6342778.541420585,2023-09-26,2024-09-27,NA,NA,LU14_2023
LU14,LU14_75,-112.51261000000001,57.13144,408440.7147838744,6333032.567205313,2023-10-03,2024-09-27,NA,NA,LU14_2023
LU16,LU16_2,-111.00751000000001,57.209540000000004,499546.35060557805,6340711.352803083,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_3,-110.98463000000001,57.21346,500928.34249181015,6341147.803411579,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_15,-111.0137,57.25314,499173.4130368188,6345564.939668037,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_20,-110.98528,57.26106,500887.9379566395,6346446.60630802,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_200,-111.16485,57.344069999999995,490078.3191231738,6355699.261713245,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_201,-111.22929,57.32199,486191.6527824921,6353252.527222611,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_202,-111.238,57.313779999999994,485663.9233144941,6352340.385446687,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_203,-111.26814,57.29753000000001,483841.302501033,6350538.179873571,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_22,-111.04905000000001,57.268440000000005,497041.80392033607,6347269.117598976,2023-10-04,2024-09-28,NA,NA,LU16_2023
LU16,LU16_23,-110.99068000000001,57.269540000000006,500562.07068155945,6347390.543035926,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_24,-110.98764000000001,57.280730000000005,500745.180972369,6348636.245774767,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_25,-111.10986999999999,57.30696,493380.6813431815,6351561.458133927,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_26,-111.11306,57.31717,493190.3816628011,6352698.35831867,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_270,-111.50916000000001,57.51564,469498.8270391799,6374901.253665057,2023-10-04,2024-09-24,NA,NA,LU16_2023
LU16,LU16_28,-111.19855,57.33581,488047.36755534174,6354785.164663371,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_300,-111.02139,57.21725,498708.18408881436,6341569.801156589,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_301,-111.04526000000001,57.23484,497267.8930633397,6343528.61358946,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_302,-111.01058,57.24204,499361.4657635176,6344329.25683307,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_303,-111.02443,57.23633000000001,498525.3494731496,6343693.836669405,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_313,-111.09251,57.28475,494423.206657136,6349087.47406007,2023-10-04,2024-09-28,NA,NA,LU16_2023
LU16,LU16_314,-111.06755000000001,57.25639,495924.74238844286,6345928.666751804,2023-10-04,2024-09-28,NA,NA,LU16_2023
LU16,LU16_36,-111.22568,57.33492,486413.82693455514,6354691.179117712,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_37,-111.18068,57.33694,489123.466965191,6354907.960403221,2023-10-01,2024-09-28,NA,NA,LU16_2023
LU16,LU16_49,-111.53667,57.476150000000004,467816.13575744396,6370517.830688619,2023-10-04,2024-09-24,NA,NA,LU16_2023
LU16,LU16_52,-111.50632999999999,57.490520000000004,469647.51258792065,6372103.565916917,2023-10-04,2024-09-24,NA,NA,LU16_2023
LU16,LU16_54,-111.45537999999999,57.49797,472707.29465185467,6372911.303241753,2023-09-29,2024-09-24,NA,NA,LU16_2023
LU16,LU16_55,-111.4763,57.497910000000005,471453.44228097063,6372913.221408561,2023-09-29,2024-01-16,Retrieved in field Sept 24. Camera stops capturing images affter 16-Jan-2024 06:15:37,NA,LU16_2023
LU16,LU16_57,-111.43999000000001,57.50681,473636.04370392114,6373889.319387967,2023-09-29,2024-09-24,NA,NA,LU16_2023
LU16,LU16_58,-111.42342000000001,57.510479999999994,474631.44782109855,6374291.5653498685,2023-09-29,2024-09-24,NA,NA,LU16_2023
LU16,LU16_60,-111.40755000000001,57.52402,475591.31180495326,6375793.067812621,2023-10-04,2024-09-24,NA,NA,LU16_2023
LU16,LU16_62,-111.37714,57.524770000000004,477413.05747882463,6375866.039133837,2023-09-29,2024-09-24,NA,NA,LU16_2023
LU16,LU16_63,-111.1943,57.52407,488363.10957436805,6375742.044442952,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_64,-111.39218,57.53079,476516.18665133795,6376541.3090869635,2023-09-29,2023-09-29,"Retrieved in field Sept 24. ""Card Error #114"" No data images captured. Stoped capturing images after slate photo.",NA,LU16_2023
LU16,LU16_67,-111.18156,57.51599,489123.7198196969,6374840.43221962,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_68,-111.26984,57.53948,483845.7452324809,6377473.010881951,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_69,-111.30865,57.535210000000006,481520.1921690339,6377007.553093511,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_70,-111.23334,57.53098,486027.5990661376,6376518.656849171,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_71,-111.24512000000001,57.54227,485326.7511516136,6377777.994959924,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_72,-111.47166000000001,57.557649999999995,471777.7214232695,6379561.726046585,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_73,-111.40896000000001,57.551489999999994,475525.2829041025,6378851.638033858,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_74,-111.40054,57.54376,476024.10828720854,6377988.09998351,2023-09-29,2024-09-24,NA,NA,LU16_2023
LU16,LU16_75,-111.37522999999999,57.535410000000006,477533.9914569755,6377049.890490298,2023-09-29,2024-09-24,NA,NA,LU16_2023
LU16,LU16_77,-111.30955,57.548120000000004,481472.85844522377,6378444.995109329,2023-09-28,2024-09-24,"Camera is programmed 2 hrs behind, corrected",NA,LU16_2023
LU16,LU16_80,-111.32840999999999,57.538650000000004,480338.95865255286,6377396.057525969,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_81,-111.29247,57.53815000000001,482490.3436169184,6377330.558845944,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_83,-111.43022000000002,57.55526,474255.6212398843,6379279.191950018,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_84,-111.41671000000001,57.55958,475067.0058125744,6379755.0692642555,2023-09-28,2024-09-24,NA,NA,LU16_2023
LU16,LU16_85,-111.39724000000001,57.55818,476231.03355933283,6379592.231949637,2023-09-29,2024-09-24,NA,NA,LU16_2023
LU16,LU16_88,-111.34637,57.542190000000005,479265.7563790622,6377795.48711883,2023-09-29,2024-09-24,"Camera is programmed 1 day behind, corrected",NA,LU16_2023
LU22,LU22_110,-115.04659000000001,57.08053,254792.95719879997,6333623.722998941,2023-09-20,2024-09-07,NA,NA,LU22_2023
LU22,LU22_48,-114.96295,56.93743,258933.16025275207,6317412.344329895,2023-09-20,2024-09-07,"Datasheet said end date was Sept 6, corrected manually",NA,LU22_2023
LU22,LU22_107,-114.94152000000003,57.07735,261135.14681068016,6332897.153754484,2023-09-20,2024-09-07,NA,NA,LU22_2023
LU22,LU22_49,-114.93654000000001,56.93194,260503.4466552032,6316708.9112661295,2023-09-20,2024-09-07,NA,NA,LU22_2023
LU22,LU22_103,-114.8876,57.06662,264332.6829815184,6331516.278376067,2023-09-20,2024-09-07,NA,NA,LU22_2023
LU22,LU22_44,-114.85826999999999,56.919599999999996,265184.8384491951,6315064.856075843,2023-09-20,2024-09-07,NA,NA,LU22_2023
LU22,LU22_21,-114.8343,56.87619,266371.7253169073,6310154.976880197,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_15,-114.83212999999999,56.85428999999999,266367.2534645194,6307712.0058657015,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_50,-114.81908,56.934889999999996,267663.63452772633,6316631.302107565,2023-09-19,2024-09-07,NA,NA,LU22_2023
LU22,LU22_38,-114.78486000000001,56.92197,269664.54082872334,6315078.523527502,2023-09-19,2024-01-28,"Retrieved in field Sept 7. ""Error Replace SD"" message upon retrieval. Camera stops capturing images after Jan 28.",NA,LU22_2023
LU22,LU22_22,-114.78460000000001,56.87814,269410.2287190327,6310203.0743030775,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_85,-114.76451000000002,57.02431000000001,271530.1562545214,6326392.069336773,2023-09-20,2024-09-06,NA,NA,LU22_2023
LU22,LU22_33,-114.76378,56.893100000000004,270769.69631495234,6311796.827492304,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_34,-114.75753,56.902,271204.5839913945,6312765.710889661,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_11,-114.75189,56.8379,271156.30739386927,6305617.843248155,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_29,-114.74471000000001,56.88538,271883.40026734845,6310874.4271014165,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_86,-114.73642000000001,57.019310000000004,273203.4961111668,6325742.2786459,2023-09-20,2024-09-06,NA,NA,LU22_2023
LU22,LU22_80,-114.73636,57.00723,273133.5412556007,6324398.552516008,2023-09-20,2024-09-06,NA,NA,LU22_2023
LU22,LU22_17,-114.73563,56.864889999999995,272311.6009624169,6308565.307880576,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_35,-114.73399,56.896010000000004,272600.68593854655,6312020.946460297,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_63,-114.72468,56.97141,273624.84345899266,6320375.909842051,2023-09-20,2024-09-06,NA,NA,LU22_2023
LU22,LU22_30,-114.72423,56.880889999999994,273103.0447187025,6310306.890263161,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_4,-114.71170000000001,56.820679999999996,273502.2828021118,6303568.890191709,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_36,-114.70744,56.90241,274255.29882514535,6312644.720941468,2023-09-19,2024-09-06,NA,NA,LU22_2023
LU22,LU22_76,-114.69523,56.99687,275567.0643623868,6323110.345404952,2023-09-20,2024-09-06,NA,NA,LU22_2023
