array,site,buffer_dist,array_visit,ndvi
LU22,LU22_107,50,LU22_2023,0.77361875
LU22,LU22_49,50,LU22_2023,0.7668729166666667
LU22,LU22_103,50,LU22_2023,0.7241270833333333
LU22,LU22_44,50,LU22_2023,0.7563447916666668
LU22,LU22_21,50,LU22_2023,0.7952375
LU22,LU22_15,50,LU22_2023,0.7739057291666667
LU22,LU22_50,50,LU22_2023,0.7570302083333333
LU22,LU22_38,50,LU22_2023,0.7626385416666667
LU22,LU22_22,50,LU22_2023,0.75785
LU22,LU22_85,50,LU22_2023,0.7062447916666668
LU22,LU22_33,50,LU22_2023,0.7412708333333333
LU22,LU22_34,50,LU22_2023,0.7035083333333333
LU22,LU22_11,50,LU22_2023,0.7124854166666668
LU22,LU22_29,50,LU22_2023,0.7991354166666667
LU22,LU22_86,50,LU22_2023,0.74690625
LU22,LU22_80,50,LU22_2023,0.7296416666666667
LU22,LU22_17,50,LU22_2023,0.7817833333333334
LU22,LU22_35,50,LU22_2023,0.7676625
LU22,LU22_63,50,LU22_2023,0.6726208333333333
LU22,LU22_30,50,LU22_2023,0.79710625
LU22,LU22_4,50,LU22_2023,0.7515833333333334
LU22,LU22_36,50,LU22_2023,0.741025
LU22,LU22_76,50,LU22_2023,0.6968125000000001
LU22,LU22_5,50,LU22_2023,0.7514520833333334
LU22,LU22_87,50,LU22_2023,0.7273833333333333
LU22,LU22_25,50,LU22_2023,0.7805208333333333
LU22,LU22_89,50,LU22_2023,0.6818833333333333
LU22,LU22_18,50,LU22_2023,0.7753229166666668
LU22,LU22_32,50,LU22_2023,0.74975
LU22,LU22_8,50,LU22_2023,0.7580760416666668
LU22,LU22_6,50,LU22_2023,0.7461270833333333
LU22,LU22_81,50,LU22_2023,0.7112541666666667
LU22,LU22_7,50,LU22_2023,0.7696479166666668
LU22,LU22_69,50,LU22_2023,0.7609916666666667
LU22,LU22_70,50,LU22_2023,0.7255458333333333
LU22,LU22_82,50,LU22_2023,0.7472645833333333
LU22,LU22_94,50,LU22_2023,0.7184677083333334
LU22,LU22_101,50,LU22_2023,0.7629666666666667
LU22,LU22_71,50,LU22_2023,0.74903125
LU22,LU22_77,50,LU22_2023,0.76679375
LU22,LU22_72,50,LU22_2023,0.757684375
LU22,LU22_65,50,LU22_2023,0.7609739583333335
LU22,LU22_60,50,LU22_2023,0.7117958333333334
LU22,LU22_61,50,LU22_2023,0.762625
LU22,LU22_53,50,LU22_2023,0.7846968750000001
LU22,LU22_46,50,LU22_2023,0.765275
LU22,LU22_40,50,LU22_2023,0.684596875
LU22,LU22_47,50,LU22_2023,0.7794041666666667
LU4,LU4_N15_24,50,LU4_2024,0.6933708333333334
LU4,LU4_M14_24,50,LU4_2024,0.7037375
LU4,LU4_J14_24,50,LU4_2024,0.6871114583333333
LU4,LU4_J15_24,50,LU4_2024,0.6724854166666667
LU4,LU4_I12_24,50,LU4_2024,0.6764354166666667
LU4,LU4_I13_24,50,LU4_2024,0.64994375
LU4,LU4_Q10_24,50,LU4_2024,0.7122979166666668
LU4,LU4_O10_24,50,LU4_2024,0.71498125
LU4,LU4_R7_24,50,LU4_2024,0.73775
LU4,LU4_R9_24,50,LU4_2024,0.7110666666666667
LU4,LU4_T8_24,50,LU4_2024,0.758425
LU4,LU4_O16_24,50,LU4_2024,0.6848083333333334
LU4,LU4_J26_24,50,LU4_2024,0.672025
LU4,LU4_K25_24,50,LU4_2024,0.6782953125
LU4,LU4_L23_24,50,LU4_2024,0.69093125
LU4,LU4_H26_24,50,LU4_2024,0.6666125
LU4,LU4_K23_24,50,LU4_2024,0.6866447916666667
LU4,LU4_J21_24,50,LU4_2024,0.7220020833333334
LU4,LU4_I21_24,50,LU4_2024,0.7174854166666668
LU4,LU4_N30_24,50,LU4_2024,0.6855979166666667
LU4,LU4_O23_24,50,LU4_2024,0.6772958333333333
LU4,LU4_O22_24,50,LU4_2024,0.7020979166666668
LU4,LU4_L18_24,50,LU4_2024,0.6749791666666667
LU4,LU4_L17_24,50,LU4_2024,0.6674562500000001
LU4,LU4_K17_24,50,LU4_2024,0.6780656250000001
LU4,LU4_K19_24,50,LU4_2024,0.7359687500000001
LU4,LU4_I22_24,50,LU4_2024,0.6946270833333333
LU4,LU4_Q20_24,50,LU4_2024,0.6917479166666667
LU4,LU4_V25_24,50,LU4_2024,0.6810708333333334
LU4,LU4_P22_24,50,LU4_2024,0.7132375000000001
LU4,LU4_O21_24,50,LU4_2024,0.7517114583333333
LU4,LU4_P17_24,50,LU4_2024,0.6828541666666668
LU4,LU4_Q16_24,50,LU4_2024,0.6614
LU4,LU4_V19_24,50,LU4_2024,0.7196875
LU4,LU4_O17_24,50,LU4_2024,0.6641125
LU4,LU4_W19_24,50,LU4_2024,0.7083020833333333
LU4,LU4_Y25_24,50,LU4_2024,0.698790625
LU4,LU4_S17_24,50,LU4_2024,0.7064750000000001
LU4,LU4_S18_24,50,LU4_2024,0.6863854166666667
LU4,LU4_R14_24,50,LU4_2024,0.69273125
LU4,LU4_V17_24,50,LU4_2024,0.6375333333333333
LU4,LU4_U15_24,50,LU4_2024,0.7174416666666668
LU4,LU4_M12_24,50,LU4_2024,0.7091125
LU4,LU4_O13_24,50,LU4_2024,0.7369562500000001
LU4,LU4_P15_24,50,LU4_2024,0.6766958333333334
LU4,LU4_E15_24,50,LU4_2024,0.6844833333333333
LU4,LU4_G17_24,50,LU4_2024,0.7415895833333334
LU4,LU4_G13_24,50,LU4_2024,0.6631958333333333
LU4,LU4_G12_24,50,LU4_2024,0.6824979166666667
LU4,LU4_F14_24,50,LU4_2024,0.6851947916666667
LU3,LU3_102_24,50,LU3_2024,0.7148770833333333
LU3,LU3_5_24,50,LU3_2024,0.6791979166666667
LU3,LU3_103_24,50,LU3_2024,0.7273572916666667
LU3,LU3_131_24,50,LU3_2024,0.7321479166666668
LU3,LU3_39_24,50,LU3_2024,0.5772541666666667
LU3,LU3_18_24,50,LU3_2024,0.68591875
LU3,LU3_20_24,50,LU3_2024,0.63771875
LU3,LU3_19_24,50,LU3_2024,0.6033000000000001
LU3,LU3_111_24,50,LU3_2024,0.7049239583333333
LU3,LU3_AB21_24,50,LU3_2024,0.6925895833333333
LU3,LU3_27_24,50,LU3_2024,0.672425
LU3,LU3_36_24,50,LU3_2024,0.6991406250000001
LU3,LU3_40_24,50,LU3_2024,0.6239635416666667
LU3,LU3_41_24,50,LU3_2024,0.6930255208333334
LU3,LU3_52_24,50,LU3_2024,0.6287041666666667
LU3,LU3_15_24,50,LU3_2024,0.7247625000000001
LU3,LU3_44_24,50,LU3_2024,0.65695625
LU3,LU3_17_24,50,LU3_2024,0.6954958333333333
