array,site,camera_days,species,detections,presence
LU2,LU2_100,206,black bear,2,1
LU2,LU2_100,206,caribou,0,0
LU2,LU2_100,206,cougar,0,0
LU2,LU2_100,206,coyote,3,1
LU2,LU2_100,206,fisher,3,1
LU2,LU2_100,206,grey wolf,0,0
LU2,LU2_100,206,lynx,4,1
LU2,LU2_100,206,moose,0,0
LU2,LU2_100,206,red fox,6,1
LU2,LU2_100,206,red squirrel,3,1
LU2,LU2_100,206,snowshoe hare,13,1
LU2,LU2_100,206,white-tailed deer,35,1
LU2,LU2_100,206,wolverine,0,0
LU2,LU2_101,210,black bear,11,1
LU2,LU2_101,210,caribou,0,0
LU2,LU2_101,210,cougar,0,0
LU2,LU2_101,210,coyote,14,1
LU2,LU2_101,210,fisher,1,1
LU2,LU2_101,210,grey wolf,0,0
LU2,LU2_101,210,lynx,4,1
LU2,LU2_101,210,moose,0,0
LU2,LU2_101,210,red fox,0,0
LU2,LU2_101,210,red squirrel,2,1
LU2,LU2_101,210,snowshoe hare,19,1
LU2,LU2_101,210,white-tailed deer,54,1
LU2,LU2_101,210,wolverine,0,0
LU2,LU2_106,209,black bear,2,1
LU2,LU2_106,209,caribou,0,0
LU2,LU2_106,209,cougar,0,0
LU2,LU2_106,209,coyote,26,1
LU2,LU2_106,209,fisher,0,0
LU2,LU2_106,209,grey wolf,0,0
LU2,LU2_106,209,lynx,0,0
LU2,LU2_106,209,moose,1,1
LU2,LU2_106,209,red fox,0,0
LU2,LU2_106,209,red squirrel,7,1
LU2,LU2_106,209,snowshoe hare,21,1
LU2,LU2_106,209,white-tailed deer,29,1
LU2,LU2_106,209,wolverine,0,0
LU2,LU2_110,425,black bear,6,1
LU2,LU2_110,425,caribou,0,0
LU2,LU2_110,425,cougar,0,0
LU2,LU2_110,425,coyote,4,1
LU2,LU2_110,425,fisher,2,1
LU2,LU2_110,425,grey wolf,0,0
LU2,LU2_110,425,lynx,5,1
LU2,LU2_110,425,moose,0,0
LU2,LU2_110,425,red fox,0,0
LU2,LU2_110,425,red squirrel,2,1
LU2,LU2_110,425,snowshoe hare,59,1
LU2,LU2_110,425,white-tailed deer,45,1
LU2,LU2_110,425,wolverine,0,0
LU2,LU2_119,423,black bear,7,1
LU2,LU2_119,423,caribou,0,0
LU2,LU2_119,423,cougar,1,1
LU2,LU2_119,423,coyote,22,1
LU2,LU2_119,423,fisher,1,1
LU2,LU2_119,423,grey wolf,0,0
LU2,LU2_119,423,lynx,9,1
LU2,LU2_119,423,moose,3,1
LU2,LU2_119,423,red fox,0,0
LU2,LU2_119,423,red squirrel,0,0
LU2,LU2_119,423,snowshoe hare,77,1
LU2,LU2_119,423,white-tailed deer,24,1
LU2,LU2_119,423,wolverine,0,0
LU2,LU2_123,206,black bear,8,1
LU2,LU2_123,206,caribou,0,0
LU2,LU2_123,206,cougar,0,0
LU2,LU2_123,206,coyote,0,0
LU2,LU2_123,206,fisher,1,1
LU2,LU2_123,206,grey wolf,0,0
LU2,LU2_123,206,lynx,0,0
LU2,LU2_123,206,moose,4,1
LU2,LU2_123,206,red fox,1,1
LU2,LU2_123,206,red squirrel,15,1
LU2,LU2_123,206,snowshoe hare,0,0
LU2,LU2_123,206,white-tailed deer,9,1
LU2,LU2_123,206,wolverine,0,0
LU2,LU2_13,210,black bear,1,1
LU2,LU2_13,210,caribou,0,0
LU2,LU2_13,210,cougar,0,0
LU2,LU2_13,210,coyote,5,1
LU2,LU2_13,210,fisher,1,1
LU2,LU2_13,210,grey wolf,1,1
LU2,LU2_13,210,lynx,2,1
LU2,LU2_13,210,moose,0,0
LU2,LU2_13,210,red fox,0,0
LU2,LU2_13,210,red squirrel,5,1
LU2,LU2_13,210,snowshoe hare,46,1
LU2,LU2_13,210,white-tailed deer,11,1
LU2,LU2_13,210,wolverine,0,0
LU2,LU2_137,423,black bear,2,1
LU2,LU2_137,423,caribou,0,0
LU2,LU2_137,423,cougar,1,1
LU2,LU2_137,423,coyote,8,1
LU2,LU2_137,423,fisher,0,0
LU2,LU2_137,423,grey wolf,0,0
LU2,LU2_137,423,lynx,0,0
LU2,LU2_137,423,moose,1,1
LU2,LU2_137,423,red fox,0,0
LU2,LU2_137,423,red squirrel,0,0
LU2,LU2_137,423,snowshoe hare,7,1
LU2,LU2_137,423,white-tailed deer,71,1
LU2,LU2_137,423,wolverine,0,0
LU2,LU2_143,424,black bear,14,1
LU2,LU2_143,424,caribou,0,0
LU2,LU2_143,424,cougar,0,0
LU2,LU2_143,424,coyote,4,1
LU2,LU2_143,424,fisher,1,1
LU2,LU2_143,424,grey wolf,2,1
LU2,LU2_143,424,lynx,3,1
LU2,LU2_143,424,moose,5,1
LU2,LU2_143,424,red fox,0,0
LU2,LU2_143,424,red squirrel,1,1
LU2,LU2_143,424,snowshoe hare,5,1
LU2,LU2_143,424,white-tailed deer,42,1
LU2,LU2_143,424,wolverine,0,0
LU2,LU2_15,210,black bear,1,1
LU2,LU2_15,210,caribou,0,0
LU2,LU2_15,210,cougar,0,0
LU2,LU2_15,210,coyote,0,0
LU2,LU2_15,210,fisher,0,0
LU2,LU2_15,210,grey wolf,0,0
LU2,LU2_15,210,lynx,0,0
LU2,LU2_15,210,moose,0,0
LU2,LU2_15,210,red fox,0,0
LU2,LU2_15,210,red squirrel,0,0
LU2,LU2_15,210,snowshoe hare,0,0
LU2,LU2_15,210,white-tailed deer,3,1
LU2,LU2_15,210,wolverine,0,0
LU2,LU2_153,425,black bear,14,1
LU2,LU2_153,425,caribou,0,0
LU2,LU2_153,425,cougar,0,0
LU2,LU2_153,425,coyote,5,1
LU2,LU2_153,425,fisher,0,0
LU2,LU2_153,425,grey wolf,2,1
LU2,LU2_153,425,lynx,0,0
LU2,LU2_153,425,moose,1,1
LU2,LU2_153,425,red fox,0,0
LU2,LU2_153,425,red squirrel,0,0
LU2,LU2_153,425,snowshoe hare,0,0
LU2,LU2_153,425,white-tailed deer,132,1
LU2,LU2_153,425,wolverine,0,0
LU2,LU2_155,423,black bear,5,1
LU2,LU2_155,423,caribou,0,0
LU2,LU2_155,423,cougar,1,1
LU2,LU2_155,423,coyote,1,1
LU2,LU2_155,423,fisher,0,0
LU2,LU2_155,423,grey wolf,3,1
LU2,LU2_155,423,lynx,0,0
LU2,LU2_155,423,moose,2,1
LU2,LU2_155,423,red fox,0,0
LU2,LU2_155,423,red squirrel,0,0
LU2,LU2_155,423,snowshoe hare,8,1
LU2,LU2_155,423,white-tailed deer,91,1
LU2,LU2_155,423,wolverine,0,0
LU2,LU2_17,423,black bear,14,1
LU2,LU2_17,423,caribou,0,0
LU2,LU2_17,423,cougar,1,1
LU2,LU2_17,423,coyote,4,1
LU2,LU2_17,423,fisher,0,0
LU2,LU2_17,423,grey wolf,4,1
LU2,LU2_17,423,lynx,0,0
LU2,LU2_17,423,moose,6,1
LU2,LU2_17,423,red fox,0,0
LU2,LU2_17,423,red squirrel,2,1
LU2,LU2_17,423,snowshoe hare,87,1
LU2,LU2_17,423,white-tailed deer,61,1
LU2,LU2_17,423,wolverine,0,0
LU2,LU2_18,425,black bear,7,1
LU2,LU2_18,425,caribou,0,0
LU2,LU2_18,425,cougar,0,0
LU2,LU2_18,425,coyote,2,1
LU2,LU2_18,425,fisher,3,1
LU2,LU2_18,425,grey wolf,3,1
LU2,LU2_18,425,lynx,9,1
LU2,LU2_18,425,moose,2,1
LU2,LU2_18,425,red fox,0,0
LU2,LU2_18,425,red squirrel,3,1
LU2,LU2_18,425,snowshoe hare,79,1
LU2,LU2_18,425,white-tailed deer,30,1
LU2,LU2_18,425,wolverine,0,0
LU2,LU2_20,422,black bear,15,1
LU2,LU2_20,422,caribou,0,0
LU2,LU2_20,422,cougar,2,1
LU2,LU2_20,422,coyote,3,1
LU2,LU2_20,422,fisher,0,0
LU2,LU2_20,422,grey wolf,0,0
LU2,LU2_20,422,lynx,0,0
LU2,LU2_20,422,moose,4,1
LU2,LU2_20,422,red fox,0,0
LU2,LU2_20,422,red squirrel,0,0
LU2,LU2_20,422,snowshoe hare,0,0
LU2,LU2_20,422,white-tailed deer,62,1
LU2,LU2_20,422,wolverine,0,0
LU2,LU2_21,422,black bear,17,1
LU2,LU2_21,422,caribou,0,0
LU2,LU2_21,422,cougar,0,0
LU2,LU2_21,422,coyote,2,1
LU2,LU2_21,422,fisher,7,1
LU2,LU2_21,422,grey wolf,0,0
LU2,LU2_21,422,lynx,1,1
LU2,LU2_21,422,moose,3,1
LU2,LU2_21,422,red fox,0,0
LU2,LU2_21,422,red squirrel,6,1
LU2,LU2_21,422,snowshoe hare,9,1
LU2,LU2_21,422,white-tailed deer,49,1
LU2,LU2_21,422,wolverine,0,0
LU2,LU2_24,426,black bear,15,1
LU2,LU2_24,426,caribou,0,0
LU2,LU2_24,426,cougar,0,0
LU2,LU2_24,426,coyote,6,1
LU2,LU2_24,426,fisher,0,0
LU2,LU2_24,426,grey wolf,1,1
LU2,LU2_24,426,lynx,1,1
LU2,LU2_24,426,moose,0,0
LU2,LU2_24,426,red fox,0,0
LU2,LU2_24,426,red squirrel,2,1
LU2,LU2_24,426,snowshoe hare,101,1
LU2,LU2_24,426,white-tailed deer,44,1
LU2,LU2_24,426,wolverine,0,0
LU2,LU2_25,424,black bear,8,1
LU2,LU2_25,424,caribou,0,0
LU2,LU2_25,424,cougar,3,1
LU2,LU2_25,424,coyote,17,1
LU2,LU2_25,424,fisher,9,1
LU2,LU2_25,424,grey wolf,0,0
LU2,LU2_25,424,lynx,1,1
LU2,LU2_25,424,moose,1,1
LU2,LU2_25,424,red fox,0,0
LU2,LU2_25,424,red squirrel,31,1
LU2,LU2_25,424,snowshoe hare,46,1
LU2,LU2_25,424,white-tailed deer,26,1
LU2,LU2_25,424,wolverine,0,0
LU2,LU2_26,422,black bear,13,1
LU2,LU2_26,422,caribou,0,0
LU2,LU2_26,422,cougar,3,1
LU2,LU2_26,422,coyote,0,0
LU2,LU2_26,422,fisher,0,0
LU2,LU2_26,422,grey wolf,1,1
LU2,LU2_26,422,lynx,0,0
LU2,LU2_26,422,moose,1,1
LU2,LU2_26,422,red fox,0,0
LU2,LU2_26,422,red squirrel,0,0
LU2,LU2_26,422,snowshoe hare,4,1
LU2,LU2_26,422,white-tailed deer,98,1
LU2,LU2_26,422,wolverine,0,0
LU2,LU2_27,207,black bear,4,1
LU2,LU2_27,207,caribou,0,0
LU2,LU2_27,207,cougar,0,0
LU2,LU2_27,207,coyote,0,0
LU2,LU2_27,207,fisher,2,1
LU2,LU2_27,207,grey wolf,1,1
LU2,LU2_27,207,lynx,1,1
LU2,LU2_27,207,moose,0,0
LU2,LU2_27,207,red fox,2,1
LU2,LU2_27,207,red squirrel,0,0
LU2,LU2_27,207,snowshoe hare,19,1
LU2,LU2_27,207,white-tailed deer,11,1
LU2,LU2_27,207,wolverine,0,0
LU2,LU2_29,207,black bear,9,1
LU2,LU2_29,207,caribou,0,0
LU2,LU2_29,207,cougar,0,0
LU2,LU2_29,207,coyote,2,1
LU2,LU2_29,207,fisher,1,1
LU2,LU2_29,207,grey wolf,0,0
LU2,LU2_29,207,lynx,1,1
LU2,LU2_29,207,moose,2,1
LU2,LU2_29,207,red fox,0,0
LU2,LU2_29,207,red squirrel,0,0
LU2,LU2_29,207,snowshoe hare,3,1
LU2,LU2_29,207,white-tailed deer,24,1
LU2,LU2_29,207,wolverine,0,0
LU2,LU2_3,207,black bear,3,1
LU2,LU2_3,207,caribou,0,0
LU2,LU2_3,207,cougar,0,0
LU2,LU2_3,207,coyote,1,1
LU2,LU2_3,207,fisher,2,1
LU2,LU2_3,207,grey wolf,0,0
LU2,LU2_3,207,lynx,0,0
LU2,LU2_3,207,moose,0,0
LU2,LU2_3,207,red fox,0,0
LU2,LU2_3,207,red squirrel,0,0
LU2,LU2_3,207,snowshoe hare,5,1
LU2,LU2_3,207,white-tailed deer,56,1
LU2,LU2_3,207,wolverine,0,0
LU2,LU2_30,207,black bear,10,1
LU2,LU2_30,207,caribou,0,0
LU2,LU2_30,207,cougar,0,0
LU2,LU2_30,207,coyote,5,1
LU2,LU2_30,207,fisher,0,0
LU2,LU2_30,207,grey wolf,0,0
LU2,LU2_30,207,lynx,0,0
LU2,LU2_30,207,moose,2,1
LU2,LU2_30,207,red fox,0,0
LU2,LU2_30,207,red squirrel,0,0
LU2,LU2_30,207,snowshoe hare,0,0
LU2,LU2_30,207,white-tailed deer,31,1
LU2,LU2_30,207,wolverine,0,0
LU2,LU2_31,207,black bear,13,1
LU2,LU2_31,207,caribou,0,0
LU2,LU2_31,207,cougar,0,0
LU2,LU2_31,207,coyote,2,1
LU2,LU2_31,207,fisher,0,0
LU2,LU2_31,207,grey wolf,0,0
LU2,LU2_31,207,lynx,0,0
LU2,LU2_31,207,moose,0,0
LU2,LU2_31,207,red fox,0,0
LU2,LU2_31,207,red squirrel,1,1
LU2,LU2_31,207,snowshoe hare,29,1
LU2,LU2_31,207,white-tailed deer,16,1
LU2,LU2_31,207,wolverine,0,0
LU2,LU2_32,210,black bear,7,1
LU2,LU2_32,210,caribou,0,0
LU2,LU2_32,210,cougar,0,0
LU2,LU2_32,210,coyote,2,1
LU2,LU2_32,210,fisher,4,1
LU2,LU2_32,210,grey wolf,0,0
LU2,LU2_32,210,lynx,0,0
LU2,LU2_32,210,moose,1,1
LU2,LU2_32,210,red fox,0,0
LU2,LU2_32,210,red squirrel,0,0
LU2,LU2_32,210,snowshoe hare,5,1
LU2,LU2_32,210,white-tailed deer,17,1
LU2,LU2_32,210,wolverine,0,0
LU2,LU2_33,207,black bear,8,1
LU2,LU2_33,207,caribou,0,0
LU2,LU2_33,207,cougar,1,1
LU2,LU2_33,207,coyote,5,1
LU2,LU2_33,207,fisher,0,0
LU2,LU2_33,207,grey wolf,0,0
LU2,LU2_33,207,lynx,3,1
LU2,LU2_33,207,moose,0,0
LU2,LU2_33,207,red fox,0,0
LU2,LU2_33,207,red squirrel,2,1
LU2,LU2_33,207,snowshoe hare,113,1
LU2,LU2_33,207,white-tailed deer,21,1
LU2,LU2_33,207,wolverine,0,0
LU2,LU2_34,210,black bear,9,1
LU2,LU2_34,210,caribou,0,0
LU2,LU2_34,210,cougar,0,0
LU2,LU2_34,210,coyote,11,1
LU2,LU2_34,210,fisher,8,1
LU2,LU2_34,210,grey wolf,1,1
LU2,LU2_34,210,lynx,1,1
LU2,LU2_34,210,moose,2,1
LU2,LU2_34,210,red fox,0,0
LU2,LU2_34,210,red squirrel,0,0
LU2,LU2_34,210,snowshoe hare,25,1
LU2,LU2_34,210,white-tailed deer,17,1
LU2,LU2_34,210,wolverine,0,0
LU2,LU2_36,198,black bear,5,1
LU2,LU2_36,198,caribou,0,0
LU2,LU2_36,198,cougar,0,0
LU2,LU2_36,198,coyote,0,0
LU2,LU2_36,198,fisher,4,1
LU2,LU2_36,198,grey wolf,0,0
LU2,LU2_36,198,lynx,0,0
LU2,LU2_36,198,moose,7,1
LU2,LU2_36,198,red fox,0,0
LU2,LU2_36,198,red squirrel,0,0
LU2,LU2_36,198,snowshoe hare,0,0
LU2,LU2_36,198,white-tailed deer,26,1
LU2,LU2_36,198,wolverine,0,0
LU2,LU2_38,417,black bear,11,1
LU2,LU2_38,417,caribou,0,0
LU2,LU2_38,417,cougar,0,0
LU2,LU2_38,417,coyote,1,1
LU2,LU2_38,417,fisher,0,0
LU2,LU2_38,417,grey wolf,0,0
LU2,LU2_38,417,lynx,1,1
LU2,LU2_38,417,moose,1,1
LU2,LU2_38,417,red fox,0,0
LU2,LU2_38,417,red squirrel,0,0
LU2,LU2_38,417,snowshoe hare,0,0
LU2,LU2_38,417,white-tailed deer,10,1
LU2,LU2_38,417,wolverine,0,0
LU2,LU2_39,423,black bear,9,1
LU2,LU2_39,423,caribou,0,0
LU2,LU2_39,423,cougar,10,1
LU2,LU2_39,423,coyote,11,1
LU2,LU2_39,423,fisher,0,0
LU2,LU2_39,423,grey wolf,0,0
LU2,LU2_39,423,lynx,3,1
LU2,LU2_39,423,moose,1,1
LU2,LU2_39,423,red fox,0,0
LU2,LU2_39,423,red squirrel,36,1
LU2,LU2_39,423,snowshoe hare,155,1
LU2,LU2_39,423,white-tailed deer,75,1
LU2,LU2_39,423,wolverine,0,0
LU2,LU2_40,423,black bear,7,1
LU2,LU2_40,423,caribou,0,0
LU2,LU2_40,423,cougar,0,0
LU2,LU2_40,423,coyote,1,1
LU2,LU2_40,423,fisher,0,0
LU2,LU2_40,423,grey wolf,2,1
LU2,LU2_40,423,lynx,1,1
LU2,LU2_40,423,moose,1,1
LU2,LU2_40,423,red fox,0,0
LU2,LU2_40,423,red squirrel,0,0
LU2,LU2_40,423,snowshoe hare,14,1
LU2,LU2_40,423,white-tailed deer,115,1
LU2,LU2_40,423,wolverine,0,0
LU2,LU2_42,425,black bear,12,1
LU2,LU2_42,425,caribou,0,0
LU2,LU2_42,425,cougar,0,0
LU2,LU2_42,425,coyote,2,1
LU2,LU2_42,425,fisher,9,1
LU2,LU2_42,425,grey wolf,2,1
LU2,LU2_42,425,lynx,2,1
LU2,LU2_42,425,moose,1,1
LU2,LU2_42,425,red fox,0,0
LU2,LU2_42,425,red squirrel,1,1
LU2,LU2_42,425,snowshoe hare,70,1
LU2,LU2_42,425,white-tailed deer,23,1
LU2,LU2_42,425,wolverine,0,0
LU2,LU2_44,424,black bear,2,1
LU2,LU2_44,424,caribou,0,0
LU2,LU2_44,424,cougar,0,0
LU2,LU2_44,424,coyote,0,0
LU2,LU2_44,424,fisher,0,0
LU2,LU2_44,424,grey wolf,0,0
LU2,LU2_44,424,lynx,0,0
LU2,LU2_44,424,moose,0,0
LU2,LU2_44,424,red fox,0,0
LU2,LU2_44,424,red squirrel,0,0
LU2,LU2_44,424,snowshoe hare,2,1
LU2,LU2_44,424,white-tailed deer,8,1
LU2,LU2_44,424,wolverine,0,0
LU2,LU2_46,425,black bear,31,1
LU2,LU2_46,425,caribou,0,0
LU2,LU2_46,425,cougar,1,1
LU2,LU2_46,425,coyote,2,1
LU2,LU2_46,425,fisher,0,0
LU2,LU2_46,425,grey wolf,3,1
LU2,LU2_46,425,lynx,0,0
LU2,LU2_46,425,moose,0,0
LU2,LU2_46,425,red fox,0,0
LU2,LU2_46,425,red squirrel,5,1
LU2,LU2_46,425,snowshoe hare,5,1
LU2,LU2_46,425,white-tailed deer,116,1
LU2,LU2_46,425,wolverine,0,0
LU2,LU2_47,417,black bear,2,1
LU2,LU2_47,417,caribou,0,0
LU2,LU2_47,417,cougar,0,0
LU2,LU2_47,417,coyote,2,1
LU2,LU2_47,417,fisher,1,1
LU2,LU2_47,417,grey wolf,0,0
LU2,LU2_47,417,lynx,0,0
LU2,LU2_47,417,moose,0,0
LU2,LU2_47,417,red fox,0,0
LU2,LU2_47,417,red squirrel,0,0
LU2,LU2_47,417,snowshoe hare,2,1
LU2,LU2_47,417,white-tailed deer,103,1
LU2,LU2_47,417,wolverine,0,0
LU2,LU2_5,210,black bear,6,1
LU2,LU2_5,210,caribou,0,0
LU2,LU2_5,210,cougar,1,1
LU2,LU2_5,210,coyote,0,0
LU2,LU2_5,210,fisher,0,0
LU2,LU2_5,210,grey wolf,0,0
LU2,LU2_5,210,lynx,0,0
LU2,LU2_5,210,moose,0,0
LU2,LU2_5,210,red fox,0,0
LU2,LU2_5,210,red squirrel,0,0
LU2,LU2_5,210,snowshoe hare,0,0
LU2,LU2_5,210,white-tailed deer,3,1
LU2,LU2_5,210,wolverine,0,0
LU2,LU2_50,425,black bear,6,1
LU2,LU2_50,425,caribou,0,0
LU2,LU2_50,425,cougar,1,1
LU2,LU2_50,425,coyote,16,1
LU2,LU2_50,425,fisher,0,0
LU2,LU2_50,425,grey wolf,0,0
LU2,LU2_50,425,lynx,0,0
LU2,LU2_50,425,moose,0,0
LU2,LU2_50,425,red fox,2,1
LU2,LU2_50,425,red squirrel,5,1
LU2,LU2_50,425,snowshoe hare,132,1
LU2,LU2_50,425,white-tailed deer,124,1
LU2,LU2_50,425,wolverine,0,0
LU2,LU2_51,425,black bear,5,1
LU2,LU2_51,425,caribou,0,0
LU2,LU2_51,425,cougar,1,1
LU2,LU2_51,425,coyote,3,1
LU2,LU2_51,425,fisher,0,0
LU2,LU2_51,425,grey wolf,0,0
LU2,LU2_51,425,lynx,0,0
LU2,LU2_51,425,moose,3,1
LU2,LU2_51,425,red fox,1,1
LU2,LU2_51,425,red squirrel,1,1
LU2,LU2_51,425,snowshoe hare,0,0
LU2,LU2_51,425,white-tailed deer,94,1
LU2,LU2_51,425,wolverine,0,0
LU2,LU2_52,423,black bear,14,1
LU2,LU2_52,423,caribou,0,0
LU2,LU2_52,423,cougar,1,1
LU2,LU2_52,423,coyote,0,0
LU2,LU2_52,423,fisher,0,0
LU2,LU2_52,423,grey wolf,1,1
LU2,LU2_52,423,lynx,2,1
LU2,LU2_52,423,moose,0,0
LU2,LU2_52,423,red fox,0,0
LU2,LU2_52,423,red squirrel,17,1
LU2,LU2_52,423,snowshoe hare,54,1
LU2,LU2_52,423,white-tailed deer,51,1
LU2,LU2_52,423,wolverine,0,0
LU2,LU2_54,423,black bear,7,1
LU2,LU2_54,423,caribou,0,0
LU2,LU2_54,423,cougar,0,0
LU2,LU2_54,423,coyote,3,1
LU2,LU2_54,423,fisher,0,0
LU2,LU2_54,423,grey wolf,4,1
LU2,LU2_54,423,lynx,2,1
LU2,LU2_54,423,moose,0,0
LU2,LU2_54,423,red fox,0,0
LU2,LU2_54,423,red squirrel,1,1
LU2,LU2_54,423,snowshoe hare,8,1
LU2,LU2_54,423,white-tailed deer,118,1
LU2,LU2_54,423,wolverine,0,0
LU2,LU2_56,424,black bear,10,1
LU2,LU2_56,424,caribou,0,0
LU2,LU2_56,424,cougar,0,0
LU2,LU2_56,424,coyote,0,0
LU2,LU2_56,424,fisher,0,0
LU2,LU2_56,424,grey wolf,1,1
LU2,LU2_56,424,lynx,0,0
LU2,LU2_56,424,moose,0,0
LU2,LU2_56,424,red fox,1,1
LU2,LU2_56,424,red squirrel,2,1
LU2,LU2_56,424,snowshoe hare,4,1
LU2,LU2_56,424,white-tailed deer,58,1
LU2,LU2_56,424,wolverine,0,0
LU2,LU2_57,424,black bear,30,1
LU2,LU2_57,424,caribou,0,0
LU2,LU2_57,424,cougar,0,0
LU2,LU2_57,424,coyote,0,0
LU2,LU2_57,424,fisher,0,0
LU2,LU2_57,424,grey wolf,0,0
LU2,LU2_57,424,lynx,0,0
LU2,LU2_57,424,moose,0,0
LU2,LU2_57,424,red fox,8,1
LU2,LU2_57,424,red squirrel,5,1
LU2,LU2_57,424,snowshoe hare,0,0
LU2,LU2_57,424,white-tailed deer,107,1
LU2,LU2_57,424,wolverine,0,0
LU2,LU2_100_24,351,black bear,3,1
LU2,LU2_100_24,351,caribou,0,0
LU2,LU2_100_24,351,cougar,0,0
LU2,LU2_100_24,351,coyote,24,1
LU2,LU2_100_24,351,fisher,0,0
LU2,LU2_100_24,351,grey wolf,1,1
LU2,LU2_100_24,351,lynx,0,0
LU2,LU2_100_24,351,moose,0,0
LU2,LU2_100_24,351,red fox,15,1
LU2,LU2_100_24,351,red squirrel,22,1
LU2,LU2_100_24,351,snowshoe hare,0,0
LU2,LU2_100_24,351,white-tailed deer,87,1
LU2,LU2_100_24,351,wolverine,0,0
LU2,LU2_101_24,349,black bear,17,1
LU2,LU2_101_24,349,caribou,0,0
LU2,LU2_101_24,349,cougar,0,0
LU2,LU2_101_24,349,coyote,1,1
LU2,LU2_101_24,349,fisher,4,1
LU2,LU2_101_24,349,grey wolf,2,1
LU2,LU2_101_24,349,lynx,1,1
LU2,LU2_101_24,349,moose,4,1
LU2,LU2_101_24,349,red fox,0,0
LU2,LU2_101_24,349,red squirrel,2,1
LU2,LU2_101_24,349,snowshoe hare,1,1
LU2,LU2_101_24,349,white-tailed deer,136,1
LU2,LU2_101_24,349,wolverine,0,0
LU2,LU2_106_24,351,black bear,16,1
LU2,LU2_106_24,351,caribou,0,0
LU2,LU2_106_24,351,cougar,0,0
LU2,LU2_106_24,351,coyote,82,1
LU2,LU2_106_24,351,fisher,0,0
LU2,LU2_106_24,351,grey wolf,0,0
LU2,LU2_106_24,351,lynx,6,1
LU2,LU2_106_24,351,moose,0,0
LU2,LU2_106_24,351,red fox,0,0
LU2,LU2_106_24,351,red squirrel,6,1
LU2,LU2_106_24,351,snowshoe hare,19,1
LU2,LU2_106_24,351,white-tailed deer,78,1
LU2,LU2_106_24,351,wolverine,0,0
LU2,LU2_110_24,348,black bear,5,1
LU2,LU2_110_24,348,caribou,0,0
LU2,LU2_110_24,348,cougar,0,0
LU2,LU2_110_24,348,coyote,6,1
LU2,LU2_110_24,348,fisher,1,1
LU2,LU2_110_24,348,grey wolf,0,0
LU2,LU2_110_24,348,lynx,3,1
LU2,LU2_110_24,348,moose,0,0
LU2,LU2_110_24,348,red fox,0,0
LU2,LU2_110_24,348,red squirrel,0,0
LU2,LU2_110_24,348,snowshoe hare,34,1
LU2,LU2_110_24,348,white-tailed deer,10,1
LU2,LU2_110_24,348,wolverine,0,0
LU2,LU2_123_24,351,black bear,0,0
LU2,LU2_123_24,351,caribou,0,0
LU2,LU2_123_24,351,cougar,0,0
LU2,LU2_123_24,351,coyote,0,0
LU2,LU2_123_24,351,fisher,0,0
LU2,LU2_123_24,351,grey wolf,0,0
LU2,LU2_123_24,351,lynx,0,0
LU2,LU2_123_24,351,moose,0,0
LU2,LU2_123_24,351,red fox,0,0
LU2,LU2_123_24,351,red squirrel,0,0
LU2,LU2_123_24,351,snowshoe hare,0,0
LU2,LU2_123_24,351,white-tailed deer,0,0
LU2,LU2_123_24,351,wolverine,0,0
LU2,LU2_13_24,350,black bear,0,0
LU2,LU2_13_24,350,caribou,0,0
LU2,LU2_13_24,350,cougar,0,0
LU2,LU2_13_24,350,coyote,0,0
LU2,LU2_13_24,350,fisher,0,0
LU2,LU2_13_24,350,grey wolf,0,0
LU2,LU2_13_24,350,lynx,0,0
LU2,LU2_13_24,350,moose,0,0
LU2,LU2_13_24,350,red fox,0,0
LU2,LU2_13_24,350,red squirrel,0,0
LU2,LU2_13_24,350,snowshoe hare,0,0
LU2,LU2_13_24,350,white-tailed deer,0,0
LU2,LU2_13_24,350,wolverine,0,0
LU2,LU2_137_24,350,black bear,0,0
LU2,LU2_137_24,350,caribou,0,0
LU2,LU2_137_24,350,cougar,0,0
LU2,LU2_137_24,350,coyote,0,0
LU2,LU2_137_24,350,fisher,0,0
LU2,LU2_137_24,350,grey wolf,0,0
LU2,LU2_137_24,350,lynx,0,0
LU2,LU2_137_24,350,moose,0,0
LU2,LU2_137_24,350,red fox,0,0
LU2,LU2_137_24,350,red squirrel,0,0
LU2,LU2_137_24,350,snowshoe hare,0,0
LU2,LU2_137_24,350,white-tailed deer,0,0
LU2,LU2_137_24,350,wolverine,0,0
LU2,LU2_143_24,348,black bear,0,0
LU2,LU2_143_24,348,caribou,0,0
LU2,LU2_143_24,348,cougar,0,0
LU2,LU2_143_24,348,coyote,0,0
LU2,LU2_143_24,348,fisher,0,0
LU2,LU2_143_24,348,grey wolf,0,0
LU2,LU2_143_24,348,lynx,0,0
LU2,LU2_143_24,348,moose,0,0
LU2,LU2_143_24,348,red fox,0,0
LU2,LU2_143_24,348,red squirrel,0,0
LU2,LU2_143_24,348,snowshoe hare,0,0
LU2,LU2_143_24,348,white-tailed deer,0,0
LU2,LU2_143_24,348,wolverine,0,0
LU2,LU2_15_24,350,black bear,0,0
LU2,LU2_15_24,350,caribou,0,0
LU2,LU2_15_24,350,cougar,0,0
LU2,LU2_15_24,350,coyote,0,0
LU2,LU2_15_24,350,fisher,0,0
LU2,LU2_15_24,350,grey wolf,0,0
LU2,LU2_15_24,350,lynx,0,0
