array,site,camera_days,species,detections,presence
LU15,LU15_37,353,cougar,0,0
LU15,LU15_37,353,coyote,1,1
LU15,LU15_37,353,fisher,0,0
LU15,LU15_37,353,grey wolf,0,0
LU15,LU15_37,353,lynx,1,1
LU15,LU15_37,353,moose,0,0
LU15,LU15_37,353,red fox,1,1
LU15,LU15_37,353,red squirrel,100,1
LU15,LU15_37,353,snowshoe hare,12,1
LU15,LU15_37,353,white-tailed deer,0,0
LU15,LU15_37,353,wolverine,0,0
LU15,LU15_4,358,black bear,6,1
LU15,LU15_4,358,caribou,4,1
LU15,LU15_4,358,cougar,0,0
LU15,LU15_4,358,coyote,5,1
LU15,LU15_4,358,fisher,0,0
LU15,LU15_4,358,grey wolf,0,0
LU15,LU15_4,358,lynx,8,1
LU15,LU15_4,358,moose,0,0
LU15,LU15_4,358,red fox,2,1
LU15,LU15_4,358,red squirrel,6,1
LU15,LU15_4,358,snowshoe hare,8,1
LU15,LU15_4,358,white-tailed deer,0,0
LU15,LU15_4,358,wolverine,0,0
LU15,LU15_40,366,black bear,0,0
LU15,LU15_40,366,caribou,2,1
LU15,LU15_40,366,cougar,0,0
LU15,LU15_40,366,coyote,0,0
LU15,LU15_40,366,fisher,1,1
LU15,LU15_40,366,grey wolf,1,1
LU15,LU15_40,366,lynx,10,1
LU15,LU15_40,366,moose,7,1
LU15,LU15_40,366,red fox,0,0
LU15,LU15_40,366,red squirrel,9,1
LU15,LU15_40,366,snowshoe hare,9,1
LU15,LU15_40,366,white-tailed deer,1,1
LU15,LU15_40,366,wolverine,0,0
LU15,LU15_41,340,black bear,4,1
LU15,LU15_41,340,caribou,0,0
LU15,LU15_41,340,cougar,0,0
LU15,LU15_41,340,coyote,1,1
LU15,LU15_41,340,fisher,0,0
LU15,LU15_41,340,grey wolf,0,0
LU15,LU15_41,340,lynx,1,1
LU15,LU15_41,340,moose,1,1
LU15,LU15_41,340,red fox,0,0
LU15,LU15_41,340,red squirrel,3,1
LU15,LU15_41,340,snowshoe hare,9,1
LU15,LU15_41,340,white-tailed deer,24,1
LU15,LU15_41,340,wolverine,0,0
LU15,LU15_43,365,black bear,5,1
LU15,LU15_43,365,caribou,3,1
LU15,LU15_43,365,cougar,0,0
LU15,LU15_43,365,coyote,1,1
LU15,LU15_43,365,fisher,0,0
LU15,LU15_43,365,grey wolf,0,0
LU15,LU15_43,365,lynx,2,1
LU15,LU15_43,365,moose,5,1
LU15,LU15_43,365,red fox,0,0
LU15,LU15_43,365,red squirrel,10,1
LU15,LU15_43,365,snowshoe hare,5,1
LU15,LU15_43,365,white-tailed deer,0,0
LU15,LU15_43,365,wolverine,0,0
LU15,LU15_44,359,black bear,1,1
LU15,LU15_44,359,caribou,0,0
LU15,LU15_44,359,cougar,0,0
LU15,LU15_44,359,coyote,10,1
LU15,LU15_44,359,fisher,2,1
LU15,LU15_44,359,grey wolf,2,1
LU15,LU15_44,359,lynx,3,1
LU15,LU15_44,359,moose,0,0
LU15,LU15_44,359,red fox,0,0
LU15,LU15_44,359,red squirrel,89,1
LU15,LU15_44,359,snowshoe hare,67,1
LU15,LU15_44,359,white-tailed deer,0,0
LU15,LU15_44,359,wolverine,0,0
LU15,LU15_46,346,black bear,10,1
LU15,LU15_46,346,caribou,0,0
LU15,LU15_46,346,cougar,0,0
LU15,LU15_46,346,coyote,3,1
LU15,LU15_46,346,fisher,0,0
LU15,LU15_46,346,grey wolf,1,1
LU15,LU15_46,346,lynx,3,1
LU15,LU15_46,346,moose,1,1
LU15,LU15_46,346,red fox,0,0
LU15,LU15_46,346,red squirrel,17,1
LU15,LU15_46,346,snowshoe hare,18,1
LU15,LU15_46,346,white-tailed deer,19,1
LU15,LU15_46,346,wolverine,0,0
LU15,LU15_58,354,black bear,16,1
LU15,LU15_58,354,caribou,0,0
LU15,LU15_58,354,cougar,0,0
LU15,LU15_58,354,coyote,7,1
LU15,LU15_58,354,fisher,0,0
LU15,LU15_58,354,grey wolf,9,1
LU15,LU15_58,354,lynx,12,1
LU15,LU15_58,354,moose,35,1
LU15,LU15_58,354,red fox,0,0
LU15,LU15_58,354,red squirrel,22,1
LU15,LU15_58,354,snowshoe hare,2,1
LU15,LU15_58,354,white-tailed deer,2,1
LU15,LU15_58,354,wolverine,0,0
LU15,LU15_61,351,black bear,19,1
LU15,LU15_61,351,caribou,0,0
LU15,LU15_61,351,cougar,0,0
LU15,LU15_61,351,coyote,6,1
LU15,LU15_61,351,fisher,1,1
LU15,LU15_61,351,grey wolf,0,0
LU15,LU15_61,351,lynx,8,1
LU15,LU15_61,351,moose,8,1
LU15,LU15_61,351,red fox,0,0
LU15,LU15_61,351,red squirrel,3,1
LU15,LU15_61,351,snowshoe hare,35,1
LU15,LU15_61,351,white-tailed deer,38,1
LU15,LU15_61,351,wolverine,0,0
LU15,LU15_7,343,black bear,5,1
LU15,LU15_7,343,caribou,0,0
LU15,LU15_7,343,cougar,0,0
LU15,LU15_7,343,coyote,3,1
LU15,LU15_7,343,fisher,0,0
LU15,LU15_7,343,grey wolf,1,1
LU15,LU15_7,343,lynx,0,0
LU15,LU15_7,343,moose,8,1
LU15,LU15_7,343,red fox,0,0
LU15,LU15_7,343,red squirrel,6,1
LU15,LU15_7,343,snowshoe hare,62,1
LU15,LU15_7,343,white-tailed deer,3,1
LU15,LU15_7,343,wolverine,0,0
LU15,LU15_8,345,black bear,11,1
LU15,LU15_8,345,caribou,0,0
LU15,LU15_8,345,cougar,0,0
LU15,LU15_8,345,coyote,5,1
LU15,LU15_8,345,fisher,0,0
LU15,LU15_8,345,grey wolf,1,1
LU15,LU15_8,345,lynx,10,1
LU15,LU15_8,345,moose,0,0
LU15,LU15_8,345,red fox,0,0
LU15,LU15_8,345,red squirrel,5,1
LU15,LU15_8,345,snowshoe hare,20,1
LU15,LU15_8,345,white-tailed deer,13,1
LU15,LU15_8,345,wolverine,0,0
LU15,LU15_9,333,black bear,3,1
LU15,LU15_9,333,caribou,0,0
LU15,LU15_9,333,cougar,0,0
LU15,LU15_9,333,coyote,3,1
LU15,LU15_9,333,fisher,4,1
LU15,LU15_9,333,grey wolf,1,1
LU15,LU15_9,333,lynx,0,0
LU15,LU15_9,333,moose,0,0
LU15,LU15_9,333,red fox,0,0
LU15,LU15_9,333,red squirrel,7,1
LU15,LU15_9,333,snowshoe hare,8,1
LU15,LU15_9,333,white-tailed deer,1,1
LU15,LU15_9,333,wolverine,0,0
LU21,LU21_10,371,black bear,1,1
LU21,LU21_10,371,caribou,0,0
LU21,LU21_10,371,cougar,0,0
LU21,LU21_10,371,coyote,0,0
LU21,LU21_10,371,fisher,1,1
LU21,LU21_10,371,grey wolf,2,1
LU21,LU21_10,371,lynx,0,0
LU21,LU21_10,371,moose,8,1
LU21,LU21_10,371,red fox,1,1
LU21,LU21_10,371,red squirrel,6,1
LU21,LU21_10,371,snowshoe hare,0,0
LU21,LU21_10,371,white-tailed deer,18,1
LU21,LU21_10,371,wolverine,0,0
LU21,LU21_100,348,black bear,56,1
LU21,LU21_100,348,caribou,0,0
LU21,LU21_100,348,cougar,0,0
LU21,LU21_100,348,coyote,0,0
LU21,LU21_100,348,fisher,0,0
LU21,LU21_100,348,grey wolf,4,1
LU21,LU21_100,348,lynx,0,0
LU21,LU21_100,348,moose,3,1
LU21,LU21_100,348,red fox,0,0
LU21,LU21_100,348,red squirrel,7,1
LU21,LU21_100,348,snowshoe hare,0,0
LU21,LU21_100,348,white-tailed deer,12,1
LU21,LU21_100,348,wolverine,0,0
LU21,LU21_105,356,black bear,0,0
LU21,LU21_105,356,caribou,0,0
LU21,LU21_105,356,cougar,0,0
LU21,LU21_105,356,coyote,1,1
LU21,LU21_105,356,fisher,0,0
LU21,LU21_105,356,grey wolf,0,0
LU21,LU21_105,356,lynx,2,1
LU21,LU21_105,356,moose,3,1
LU21,LU21_105,356,red fox,0,0
LU21,LU21_105,356,red squirrel,0,0
LU21,LU21_105,356,snowshoe hare,0,0
LU21,LU21_105,356,white-tailed deer,7,1
LU21,LU21_105,356,wolverine,0,0
LU21,LU21_106,367,black bear,45,1
LU21,LU21_106,367,caribou,0,0
LU21,LU21_106,367,cougar,0,0
LU21,LU21_106,367,coyote,2,1
LU21,LU21_106,367,fisher,0,0
LU21,LU21_106,367,grey wolf,1,1
LU21,LU21_106,367,lynx,1,1
LU21,LU21_106,367,moose,4,1
LU21,LU21_106,367,red fox,0,0
LU21,LU21_106,367,red squirrel,1,1
LU21,LU21_106,367,snowshoe hare,19,1
LU21,LU21_106,367,white-tailed deer,25,1
LU21,LU21_106,367,wolverine,0,0
LU21,LU21_107,371,black bear,19,1
LU21,LU21_107,371,caribou,1,1
LU21,LU21_107,371,cougar,0,0
LU21,LU21_107,371,coyote,2,1
LU21,LU21_107,371,fisher,0,0
LU21,LU21_107,371,grey wolf,1,1
LU21,LU21_107,371,lynx,1,1
LU21,LU21_107,371,moose,3,1
LU21,LU21_107,371,red fox,0,0
LU21,LU21_107,371,red squirrel,6,1
LU21,LU21_107,371,snowshoe hare,3,1
LU21,LU21_107,371,white-tailed deer,13,1
LU21,LU21_107,371,wolverine,0,0
LU21,LU21_109,374,black bear,1,1
LU21,LU21_109,374,caribou,0,0
LU21,LU21_109,374,cougar,0,0
LU21,LU21_109,374,coyote,1,1
LU21,LU21_109,374,fisher,0,0
LU21,LU21_109,374,grey wolf,0,0
LU21,LU21_109,374,lynx,3,1
LU21,LU21_109,374,moose,0,0
LU21,LU21_109,374,red fox,0,0
LU21,LU21_109,374,red squirrel,2,1
LU21,LU21_109,374,snowshoe hare,4,1
LU21,LU21_109,374,white-tailed deer,7,1
LU21,LU21_109,374,wolverine,0,0
LU21,LU21_114,326,black bear,6,1
LU21,LU21_114,326,caribou,0,0
LU21,LU21_114,326,cougar,0,0
LU21,LU21_114,326,coyote,0,0
LU21,LU21_114,326,fisher,0,0
LU21,LU21_114,326,grey wolf,0,0
LU21,LU21_114,326,lynx,0,0
LU21,LU21_114,326,moose,3,1
LU21,LU21_114,326,red fox,0,0
LU21,LU21_114,326,red squirrel,3,1
LU21,LU21_114,326,snowshoe hare,0,0
LU21,LU21_114,326,white-tailed deer,8,1
LU21,LU21_114,326,wolverine,0,0
LU21,LU21_116,356,black bear,19,1
LU21,LU21_116,356,caribou,0,0
LU21,LU21_116,356,cougar,0,0
LU21,LU21_116,356,coyote,0,0
LU21,LU21_116,356,fisher,2,1
LU21,LU21_116,356,grey wolf,3,1
LU21,LU21_116,356,lynx,0,0
LU21,LU21_116,356,moose,6,1
LU21,LU21_116,356,red fox,0,0
LU21,LU21_116,356,red squirrel,1,1
LU21,LU21_116,356,snowshoe hare,0,0
LU21,LU21_116,356,white-tailed deer,33,1
LU21,LU21_116,356,wolverine,0,0
LU21,LU21_119,363,black bear,4,1
LU21,LU21_119,363,caribou,0,0
LU21,LU21_119,363,cougar,1,1
LU21,LU21_119,363,coyote,0,0
LU21,LU21_119,363,fisher,0,0
LU21,LU21_119,363,grey wolf,0,0
LU21,LU21_119,363,lynx,3,1
LU21,LU21_119,363,moose,5,1
LU21,LU21_119,363,red fox,0,0
LU21,LU21_119,363,red squirrel,1,1
LU21,LU21_119,363,snowshoe hare,37,1
LU21,LU21_119,363,white-tailed deer,18,1
LU21,LU21_119,363,wolverine,0,0
LU21,LU21_122,371,black bear,5,1
LU21,LU21_122,371,caribou,0,0
LU21,LU21_122,371,cougar,0,0
LU21,LU21_122,371,coyote,0,0
LU21,LU21_122,371,fisher,2,1
LU21,LU21_122,371,grey wolf,4,1
LU21,LU21_122,371,lynx,1,1
LU21,LU21_122,371,moose,2,1
LU21,LU21_122,371,red fox,0,0
LU21,LU21_122,371,red squirrel,0,0
LU21,LU21_122,371,snowshoe hare,2,1
LU21,LU21_122,371,white-tailed deer,11,1
LU21,LU21_122,371,wolverine,0,0
LU21,LU21_126,357,black bear,6,1
LU21,LU21_126,357,caribou,5,1
LU21,LU21_126,357,cougar,0,0
LU21,LU21_126,357,coyote,0,0
LU21,LU21_126,357,fisher,0,0
LU21,LU21_126,357,grey wolf,2,1
LU21,LU21_126,357,lynx,0,0
LU21,LU21_126,357,moose,8,1
LU21,LU21_126,357,red fox,0,0
LU21,LU21_126,357,red squirrel,0,0
LU21,LU21_126,357,snowshoe hare,1,1
LU21,LU21_126,357,white-tailed deer,0,0
LU21,LU21_126,357,wolverine,0,0
LU21,LU21_14,323,black bear,8,1
LU21,LU21_14,323,caribou,0,0
LU21,LU21_14,323,cougar,0,0
LU21,LU21_14,323,coyote,0,0
LU21,LU21_14,323,fisher,2,1
LU21,LU21_14,323,grey wolf,2,1
LU21,LU21_14,323,lynx,2,1
LU21,LU21_14,323,moose,6,1
LU21,LU21_14,323,red fox,0,0
LU21,LU21_14,323,red squirrel,3,1
LU21,LU21_14,323,snowshoe hare,3,1
LU21,LU21_14,323,white-tailed deer,21,1
LU21,LU21_14,323,wolverine,0,0
LU21,LU21_153,375,black bear,0,0
LU21,LU21_153,375,caribou,0,0
LU21,LU21_153,375,cougar,0,0
LU21,LU21_153,375,coyote,2,1
LU21,LU21_153,375,fisher,0,0
LU21,LU21_153,375,grey wolf,0,0
LU21,LU21_153,375,lynx,1,1
LU21,LU21_153,375,moose,0,0
LU21,LU21_153,375,red fox,0,0
LU21,LU21_153,375,red squirrel,0,0
LU21,LU21_153,375,snowshoe hare,8,1
LU21,LU21_153,375,white-tailed deer,0,0
LU21,LU21_153,375,wolverine,0,0
LU21,LU21_16,371,black bear,35,1
LU21,LU21_16,371,caribou,0,0
LU21,LU21_16,371,cougar,0,0
LU21,LU21_16,371,coyote,0,0
LU21,LU21_16,371,fisher,8,1
LU21,LU21_16,371,grey wolf,0,0
LU21,LU21_16,371,lynx,4,1
LU21,LU21_16,371,moose,7,1
LU21,LU21_16,371,red fox,0,0
LU21,LU21_16,371,red squirrel,100,1
LU21,LU21_16,371,snowshoe hare,44,1
LU21,LU21_16,371,white-tailed deer,14,1
LU21,LU21_16,371,wolverine,0,0
LU21,LU21_164,343,black bear,53,1
LU21,LU21_164,343,caribou,0,0
LU21,LU21_164,343,cougar,0,0
LU21,LU21_164,343,coyote,7,1
LU21,LU21_164,343,fisher,0,0
LU21,LU21_164,343,grey wolf,0,0
LU21,LU21_164,343,lynx,0,0
LU21,LU21_164,343,moose,6,1
LU21,LU21_164,343,red fox,7,1
LU21,LU21_164,343,red squirrel,0,0
LU21,LU21_164,343,snowshoe hare,0,0
LU21,LU21_164,343,white-tailed deer,24,1
LU21,LU21_164,343,wolverine,0,0
LU21,LU21_21,358,black bear,7,1
LU21,LU21_21,358,caribou,0,0
LU21,LU21_21,358,cougar,0,0
LU21,LU21_21,358,coyote,0,0
LU21,LU21_21,358,fisher,1,1
LU21,LU21_21,358,grey wolf,0,0
LU21,LU21_21,358,lynx,0,0
LU21,LU21_21,358,moose,8,1
LU21,LU21_21,358,red fox,0,0
LU21,LU21_21,358,red squirrel,0,0
LU21,LU21_21,358,snowshoe hare,0,0
LU21,LU21_21,358,white-tailed deer,69,1
LU21,LU21_21,358,wolverine,0,0
LU21,LU21_23,341,black bear,3,1
LU21,LU21_23,341,caribou,0,0
LU21,LU21_23,341,cougar,0,0
LU21,LU21_23,341,coyote,0,0
LU21,LU21_23,341,fisher,1,1
LU21,LU21_23,341,grey wolf,0,0
LU21,LU21_23,341,lynx,1,1
LU21,LU21_23,341,moose,1,1
LU21,LU21_23,341,red fox,0,0
LU21,LU21_23,341,red squirrel,6,1
LU21,LU21_23,341,snowshoe hare,6,1
LU21,LU21_23,341,white-tailed deer,2,1
LU21,LU21_23,341,wolverine,0,0
LU21,LU21_27,370,black bear,5,1
LU21,LU21_27,370,caribou,3,1
LU21,LU21_27,370,cougar,0,0
LU21,LU21_27,370,coyote,0,0
LU21,LU21_27,370,fisher,9,1
LU21,LU21_27,370,grey wolf,1,1
LU21,LU21_27,370,lynx,0,0
LU21,LU21_27,370,moose,1,1
LU21,LU21_27,370,red fox,0,0
LU21,LU21_27,370,red squirrel,0,0
LU21,LU21_27,370,snowshoe hare,0,0
LU21,LU21_27,370,white-tailed deer,2,1
LU21,LU21_27,370,wolverine,0,0
LU21,LU21_32,353,black bear,2,1
LU21,LU21_32,353,caribou,4,1
LU21,LU21_32,353,cougar,0,0
LU21,LU21_32,353,coyote,0,0
LU21,LU21_32,353,fisher,0,0
LU21,LU21_32,353,grey wolf,0,0
LU21,LU21_32,353,lynx,0,0
LU21,LU21_32,353,moose,7,1
LU21,LU21_32,353,red fox,0,0
LU21,LU21_32,353,red squirrel,0,0
LU21,LU21_32,353,snowshoe hare,0,0
LU21,LU21_32,353,white-tailed deer,0,0
LU21,LU21_32,353,wolverine,0,0
LU21,LU21_36,369,black bear,16,1
LU21,LU21_36,369,caribou,0,0
LU21,LU21_36,369,cougar,0,0
LU21,LU21_36,369,coyote,2,1
LU21,LU21_36,369,fisher,2,1
LU21,LU21_36,369,grey wolf,9,1
LU21,LU21_36,369,lynx,0,0
LU21,LU21_36,369,moose,11,1
LU21,LU21_36,369,red fox,0,0
LU21,LU21_36,369,red squirrel,0,0
LU21,LU21_36,369,snowshoe hare,0,0
LU21,LU21_36,369,white-tailed deer,32,1
LU21,LU21_36,369,wolverine,0,0
LU21,LU21_41,348,black bear,1,1
LU21,LU21_41,348,caribou,3,1
LU21,LU21_41,348,cougar,0,0
LU21,LU21_41,348,coyote,0,0
LU21,LU21_41,348,fisher,2,1
LU21,LU21_41,348,grey wolf,0,0
LU21,LU21_41,348,lynx,2,1
LU21,LU21_41,348,moose,3,1
LU21,LU21_41,348,red fox,0,0
LU21,LU21_41,348,red squirrel,4,1
LU21,LU21_41,348,snowshoe hare,35,1
LU21,LU21_41,348,white-tailed deer,1,1
LU21,LU21_41,348,wolverine,0,0
LU21,LU21_52,371,black bear,33,1
LU21,LU21_52,371,caribou,0,0
LU21,LU21_52,371,cougar,0,0
LU21,LU21_52,371,coyote,5,1
LU21,LU21_52,371,fisher,0,0
LU21,LU21_52,371,grey wolf,2,1
LU21,LU21_52,371,lynx,15,1
LU21,LU21_52,371,moose,5,1
LU21,LU21_52,371,red fox,0,0
LU21,LU21_52,371,red squirrel,2,1
LU21,LU21_52,371,snowshoe hare,24,1
LU21,LU21_52,371,white-tailed deer,26,1
LU21,LU21_52,371,wolverine,0,0
LU21,LU21_56,370,black bear,5,1
LU21,LU21_56,370,caribou,0,0
LU21,LU21_56,370,cougar,0,0
LU21,LU21_56,370,coyote,0,0
LU21,LU21_56,370,fisher,0,0
LU21,LU21_56,370,grey wolf,2,1
LU21,LU21_56,370,lynx,7,1
LU21,LU21_56,370,moose,3,1
LU21,LU21_56,370,red fox,0,0
LU21,LU21_56,370,red squirrel,1,1
LU21,LU21_56,370,snowshoe hare,1,1
LU21,LU21_56,370,white-tailed deer,34,1
LU21,LU21_56,370,wolverine,0,0
LU21,LU21_57,356,black bear,3,1
LU21,LU21_57,356,caribou,0,0
LU21,LU21_57,356,cougar,0,0
LU21,LU21_57,356,coyote,0,0
LU21,LU21_57,356,fisher,2,1
LU21,LU21_57,356,grey wolf,0,0
LU21,LU21_57,356,lynx,0,0
LU21,LU21_57,356,moose,14,1
LU21,LU21_57,356,red fox,0,0
LU21,LU21_57,356,red squirrel,0,0
LU21,LU21_57,356,snowshoe hare,3,1
LU21,LU21_57,356,white-tailed deer,15,1
LU21,LU21_57,356,wolverine,0,0
LU21,LU21_59,381,black bear,3,1
LU21,LU21_59,381,caribou,0,0
LU21,LU21_59,381,cougar,0,0
LU21,LU21_59,381,coyote,0,0
LU21,LU21_59,381,fisher,0,0
LU21,LU21_59,381,grey wolf,2,1
LU21,LU21_59,381,lynx,0,0
LU21,LU21_59,381,moose,21,1
LU21,LU21_59,381,red fox,0,0
LU21,LU21_59,381,red squirrel,0,0
LU21,LU21_59,381,snowshoe hare,0,0
LU21,LU21_59,381,white-tailed deer,15,1
LU21,LU21_59,381,wolverine,0,0
LU21,LU21_6,321,black bear,17,1
LU21,LU21_6,321,caribou,0,0
LU21,LU21_6,321,cougar,0,0
LU21,LU21_6,321,coyote,0,0
LU21,LU21_6,321,fisher,2,1
LU21,LU21_6,321,grey wolf,2,1
LU21,LU21_6,321,lynx,16,1
LU21,LU21_6,321,moose,2,1
LU21,LU21_6,321,red fox,0,0
LU21,LU21_6,321,red squirrel,15,1
LU21,LU21_6,321,snowshoe hare,43,1
LU21,LU21_6,321,white-tailed deer,10,1
LU21,LU21_6,321,wolverine,0,0
LU21,LU21_63,261,black bear,0,0
LU21,LU21_63,261,caribou,0,0
LU21,LU21_63,261,cougar,0,0
LU21,LU21_63,261,coyote,3,1
LU21,LU21_63,261,fisher,1,1
LU21,LU21_63,261,grey wolf,1,1
LU21,LU21_63,261,lynx,1,1
LU21,LU21_63,261,moose,1,1
LU21,LU21_63,261,red fox,2,1
LU21,LU21_63,261,red squirrel,0,0
LU21,LU21_63,261,snowshoe hare,0,0
LU21,LU21_63,261,white-tailed deer,15,1
LU21,LU21_63,261,wolverine,0,0
LU21,LU21_68,381,black bear,28,1
LU21,LU21_68,381,caribou,0,0
LU21,LU21_68,381,cougar,0,0
LU21,LU21_68,381,coyote,8,1
LU21,LU21_68,381,fisher,0,0
LU21,LU21_68,381,grey wolf,1,1
LU21,LU21_68,381,lynx,0,0
LU21,LU21_68,381,moose,9,1
LU21,LU21_68,381,red fox,4,1
LU21,LU21_68,381,red squirrel,6,1
LU21,LU21_68,381,snowshoe hare,10,1
LU21,LU21_68,381,white-tailed deer,38,1
LU21,LU21_68,381,wolverine,0,0
LU21,LU21_74,369,black bear,6,1
LU21,LU21_74,369,caribou,0,0
LU21,LU21_74,369,cougar,0,0
LU21,LU21_74,369,coyote,0,0
LU21,LU21_74,369,fisher,2,1
LU21,LU21_74,369,grey wolf,0,0
LU21,LU21_74,369,lynx,0,0
LU21,LU21_74,369,moose,8,1
LU21,LU21_74,369,red fox,0,0
LU21,LU21_74,369,red squirrel,8,1
LU21,LU21_74,369,snowshoe hare,21,1
LU21,LU21_74,369,white-tailed deer,26,1
LU21,LU21_74,369,wolverine,0,0
LU21,LU21_78,355,black bear,27,1
LU21,LU21_78,355,caribou,0,0
LU21,LU21_78,355,cougar,0,0
LU21,LU21_78,355,coyote,0,0
LU21,LU21_78,355,fisher,0,0
LU21,LU21_78,355,grey wolf,3,1
LU21,LU21_78,355,lynx,0,0
LU21,LU21_78,355,moose,15,1
LU21,LU21_78,355,red fox,0,0
LU21,LU21_78,355,red squirrel,1,1
LU21,LU21_78,355,snowshoe hare,0,0
LU21,LU21_78,355,white-tailed deer,72,1
LU21,LU21_78,355,wolverine,0,0
LU21,LU21_82,356,black bear,16,1
LU21,LU21_82,356,caribou,0,0
LU21,LU21_82,356,cougar,0,0
LU21,LU21_82,356,coyote,3,1
LU21,LU21_82,356,fisher,1,1
LU21,LU21_82,356,grey wolf,0,0
LU21,LU21_82,356,lynx,3,1
LU21,LU21_82,356,moose,11,1
LU21,LU21_82,356,red fox,0,0
LU21,LU21_82,356,red squirrel,3,1
LU21,LU21_82,356,snowshoe hare,1,1
LU21,LU21_82,356,white-tailed deer,35,1
LU21,LU21_82,356,wolverine,0,0
LU21,LU21_871,355,black bear,33,1
LU21,LU21_871,355,caribou,0,0
LU21,LU21_871,355,cougar,0,0
LU21,LU21_871,355,coyote,2,1
LU21,LU21_871,355,fisher,1,1
LU21,LU21_871,355,grey wolf,2,1
LU21,LU21_871,355,lynx,4,1
LU21,LU21_871,355,moose,17,1
LU21,LU21_871,355,red fox,0,0
LU21,LU21_871,355,red squirrel,0,0
LU21,LU21_871,355,snowshoe hare,1,1
LU21,LU21_871,355,white-tailed deer,79,1
LU21,LU21_871,355,wolverine,0,0
LU21,LU21_9,341,black bear,44,1
LU21,LU21_9,341,caribou,0,0
LU21,LU21_9,341,cougar,1,1
LU21,LU21_9,341,coyote,3,1
LU21,LU21_9,341,fisher,0,0
LU21,LU21_9,341,grey wolf,4,1
LU21,LU21_9,341,lynx,1,1
LU21,LU21_9,341,moose,8,1
LU21,LU21_9,341,red fox,0,0
LU21,LU21_9,341,red squirrel,3,1
LU21,LU21_9,341,snowshoe hare,0,0
LU21,LU21_9,341,white-tailed deer,49,1
LU21,LU21_9,341,wolverine,0,0
LU21,LU21_93,381,black bear,11,1
LU21,LU21_93,381,caribou,0,0
LU21,LU21_93,381,cougar,0,0
LU21,LU21_93,381,coyote,10,1
LU21,LU21_93,381,fisher,4,1
LU21,LU21_93,381,grey wolf,4,1
LU21,LU21_93,381,lynx,4,1
LU21,LU21_93,381,moose,4,1
LU21,LU21_93,381,red fox,0,0
LU21,LU21_93,381,red squirrel,34,1
LU21,LU21_93,381,snowshoe hare,17,1
LU21,LU21_93,381,white-tailed deer,62,1
LU21,LU21_93,381,wolverine,0,0
LU21,LU21_97,360,black bear,18,1
LU21,LU21_97,360,caribou,0,0
LU21,LU21_97,360,cougar,0,0
LU21,LU21_97,360,coyote,0,0
LU21,LU21_97,360,fisher,0,0
LU21,LU21_97,360,grey wolf,1,1
LU21,LU21_97,360,lynx,0,0
LU21,LU21_97,360,moose,11,1
LU21,LU21_97,360,red fox,0,0
LU21,LU21_97,360,red squirrel,1,1
LU21,LU21_97,360,snowshoe hare,0,0
LU21,LU21_97,360,white-tailed deer,37,1
LU21,LU21_97,360,wolverine,0,0
LU21,LU21_98,371,black bear,8,1
LU21,LU21_98,371,caribou,0,0
LU21,LU21_98,371,cougar,0,0
LU21,LU21_98,371,coyote,0,0
LU21,LU21_98,371,fisher,1,1
LU21,LU21_98,371,grey wolf,0,0
LU21,LU21_98,371,lynx,0,0
LU21,LU21_98,371,moose,6,1
LU21,LU21_98,371,red fox,0,0
LU21,LU21_98,371,red squirrel,1,1
LU21,LU21_98,371,snowshoe hare,0,0
LU21,LU21_98,371,white-tailed deer,3,1
LU21,LU21_98,371,wolverine,0,0
LU14,LU14_100,357,black bear,4,1
LU14,LU14_100,357,caribou,0,0
LU14,LU14_100,357,cougar,0,0
LU14,LU14_100,357,coyote,0,0
LU14,LU14_100,357,fisher,0,0
LU14,LU14_100,357,grey wolf,0,0
LU14,LU14_100,357,lynx,1,1
LU14,LU14_100,357,moose,0,0
LU14,LU14_100,357,red fox,0,0
LU14,LU14_100,357,red squirrel,17,1
LU14,LU14_100,357,snowshoe hare,48,1
LU14,LU14_100,357,white-tailed deer,0,0
LU14,LU14_100,357,wolverine,0,0
LU14,LU14_102,367,black bear,0,0
LU14,LU14_102,367,caribou,0,0
LU14,LU14_102,367,cougar,0,0
LU14,LU14_102,367,coyote,0,0
LU14,LU14_102,367,fisher,3,1
LU14,LU14_102,367,grey wolf,0,0
LU14,LU14_102,367,lynx,1,1
LU14,LU14_102,367,moose,0,0
LU14,LU14_102,367,red fox,0,0
LU14,LU14_102,367,red squirrel,24,1
LU14,LU14_102,367,snowshoe hare,36,1
LU14,LU14_102,367,white-tailed deer,3,1
LU14,LU14_102,367,wolverine,0,0
LU14,LU14_105,367,black bear,27,1
LU14,LU14_105,367,caribou,0,0
LU14,LU14_105,367,cougar,0,0
LU14,LU14_105,367,coyote,0,0
LU14,LU14_105,367,fisher,2,1
LU14,LU14_105,367,grey wolf,2,1
LU14,LU14_105,367,lynx,0,0
LU14,LU14_105,367,moose,1,1
LU14,LU14_105,367,red fox,0,0
LU14,LU14_105,367,red squirrel,0,0
LU14,LU14_105,367,snowshoe hare,0,0
LU14,LU14_105,367,white-tailed deer,0,0
LU14,LU14_105,367,wolverine,0,0
LU14,LU14_110,341,black bear,0,0
LU14,LU14_110,341,caribou,0,0
LU14,LU14_110,341,cougar,0,0
LU14,LU14_110,341,coyote,0,0
LU14,LU14_110,341,fisher,0,0
LU14,LU14_110,341,grey wolf,11,1
LU14,LU14_110,341,lynx,1,1
